timeMillis,givenTimeMillis,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy
1539851858120,1539851858901,31.26557551999635,121.62767536602556,39.52350397938995,6.0,Infinity
1539851859110,1539851859927,31.26557430383455,121.62767093728004,38.56243275847029,48.0,Infinity
1539851860157,1539851860899,31.265566499362556,121.62766202439263,36.25735682447382,6.0,Infinity
1539851861110,1539851861901,31.265567997241384,121.62766510353515,38.93407326243114,48.0,Infinity
1539851862104,1539851862895,31.265568477690845,121.62765456169437,37.87976790472627,8.0,Infinity
1539851863114,1539851863899,31.26556955601417,121.62765118048017,36.996983853531894,48.0,Infinity
1539851864106,1539851864899,31.26557761152152,121.62764382237388,34.64679795173951,48.0,Infinity
1539851865134,1539851865899,31.265580387568388,121.62764304085943,35.62029918831645,48.0,Infinity
1539851866119,1539851866899,31.265618689299593,121.62762364274151,28.278785078459233,24.0,Infinity
1539851867164,1539851867899,31.2655729189144,121.62756781174589,33.69244341098742,12.0,Infinity
1539851868210,1539851868999,31.265583590476663,121.62758482628051,35.397603640928544,12.0,Infinity
1539851869206,1539851869999,31.265602310687377,121.62760771668961,35.91024822935957,12.0,Infinity
1539851870201,1539851870999,31.265590419628904,121.62760224356303,36.64059211540958,8.0,Infinity
1539851871214,1539851871999,31.2655800112878,121.6276041774738,36.63803395617352,16.0,Infinity
1539851872215,1539851872999,31.265576608404682,121.62760727372752,37.14865298582587,12.0,Infinity
1539851873225,1539851873999,31.265575604014707,121.62762378617887,37.87716464791339,12.0,Infinity
1539851874246,1539851874999,31.26556082812351,121.62763954900961,39.24643304924738,12.0,Infinity
1539851875227,1539851875999,31.26554604644336,121.62764103431587,39.6835707535538,8.0,Infinity
1539851876223,1539851876999,31.265544731123722,121.62764339657544,40.58007391805914,8.0,Infinity
1539851877210,1539851877999,31.26554577867465,121.6276391317535,41.41016431254412,8.0,Infinity
1539851878222,1539851878999,31.265544911900253,121.62763769514795,41.90480518418454,8.0,Infinity
1539851879209,1539851879999,31.265548022018944,121.62762313531205,41.81742600996113,8.0,Infinity
1539851880206,1539851880999,31.26554535503836,121.62761569237328,41.704392692480226,8.0,Infinity
1539851881276,1539851881999,31.265545159910406,121.62761997725956,42.471626664999434,8.0,Infinity
1539851882225,1539851882999,31.26553610448814,121.62762511570077,41.140635625118755,8.0,Infinity
1539851883223,1539851883999,31.26552721416441,121.6276326364757,40.78239158993283,8.0,Infinity
1539851884222,1539851884999,31.26552256146123,121.62763438832236,39.25969652421539,8.0,Infinity
1539851885221,1539851885999,31.265512129856944,121.62764134861781,36.78241881032256,8.0,Infinity
1539851886240,1539851886999,31.265497441537605,121.62765810874566,35.95917271758077,8.0,Infinity
1539851887214,1539851887999,31.265497441537605,121.62765810874566,34.015655481545224,12.0,Infinity
1539851888239,1539851888999,31.265497441537605,121.62765810874566,32.808616539368614,12.0,Infinity
