x, y, magnet_x, magnet_y, magnet_z
68.9, 21.9, -26.5654320988, -4.01555555556, -44.254691358
69.4, 21.9, -26.3706431535, -11.1201244813, -43.7339211618
69.9, 21.9, -24.5762589928, -14.8788968825, -41.1278177458
70.4, 21.9, -24.6833832335, -16.1443113772, -39.5685628743
70.9, 21.9, -22.7840213049, -6.62170439414, -41.944207723
71.4, 21.9, -34.3551104972, -13.682320442, -43.311878453
40.9, 21.1, -40.4412780656, -5.16459412781, -38.2972366149
41.4, 21.1, -39.9965571205, -0.386697965571, -41.6369327074
41.9, 21.1, -35.0502881844, 4.94740634006, -42.4642651297
42.4, 21.1, -26.8610810811, 7.24081081081, -43.132972973
42.9, 21.1, -22.113561848, 6.31147540984, -42.7168405365
43.4, 21.1, -21.1959833795, 4.23822714681, -40.659833795
43.9, 21.1, -22.3028708134, 2.55438596491, -38.5090909091
44.4, 21.1, -26.9629742033, 3.05037936267, -33.9277693475
44.9, 21.1, -27.2620512821, -0.0203418803419, -32.9974358974
45.4, 21.1, -29.2101208459, 0.0625377643505, -30.3818731118
45.9, 21.1, -30.2534055728, -0.0399380804954, -28.5580495356
46.4, 21.1, -30.2322916667, -0.240773809524, -26.4947916667
46.9, 21.1, -30.8628721541, 0.109281961471, -26.4583187391
47.4, 21.1, -31.9238095238, 0.26866359447, -26.8010752688
47.9, 21.1, -31.7679710145, 0.727971014493, -30.6352173913
48.4, 21.1, -32.1794361526, 2.11011608624, -33.1739635158
48.9, 21.1, -32.0287943262, 1.27375886525, -37.3875177305
49.4, 21.1, -31.1462709285, -3.99345509893, -40.6150684932
49.9, 21.1, -31.288115942, -2.93028985507, -43.2007246377
50.4, 21.1, -31.6776315789, -5.04835526316, -44.8715460526
50.9, 21.1, -33.7585949178, -3.30956651719, -44.041554559
51.4, 21.1, -34.7101538462, -0.365384615385, -42.4141538462
51.9, 21.1, -32.6804411765, 0.0501470588235, -40.4573529412
52.4, 21.1, -28.5601388889, 1.34513888889, -38.6669444444
52.9, 21.1, -24.3830747532, 1.91509167842, -37.7645980254
53.4, 21.1, -21.4256045519, 2.08406827881, -35.6450924609
53.9, 21.1, -18.7615975422, 3.54639016897, -35.4775729647
54.4, 21.1, -16.6486363636, 5.03893939394, -35.7522727273
54.9, 21.1, -14.9136434109, 2.55333333333, -38.115503876
55.4, 21.1, -14.6163388805, -0.661270801815, -36.645688351
55.9, 21.1, -16.1668325041, -3.97562189055, -32.3630182421
56.4, 21.1, -19.2889060092, -4.41633281972, -29.3032357473
56.9, 21.1, -22.2321752266, -6.39516616314, -28.4244712991
57.4, 21.1, -25.3681983071, -11.4168077388, -27.3007255139
57.9, 21.1, -28.3572123177, -8.96758508914, -25.3481361426
58.4, 21.1, -27.9375609756, -7.41382113821, -23.8473170732
58.9, 21.1, -26.6091264668, -6.58031290743, -24.1155149935
59.4, 21.1, -24.9634020619, -4.84742268041, -21.5679123711
59.9, 21.1, -24.1207988981, -2.83044077135, -20.6745179063
60.4, 21.1, -23.2619799139, 2.92238163558, -21.2695839311
60.9, 21.1, -23.3780523256, 4.75668604651, -24.195494186
61.4, 21.1, -24.691416309, 0.950643776824, -26.7143061516
61.9, 21.1, -26.2205246914, 0.0131172839506, -24.5183641975
62.4, 21.1, -25.7203174603, -0.484444444444, -24.8119047619
62.9, 21.1, -24.6531506849, 1.72904109589, -25.8230136986
63.4, 21.1, -23.0589115646, 1.39510204082, -27.9723809524
63.9, 21.1, -20.9818306011, 3.85614754098, -29.6084699454
64.4, 21.1, -19.0543806647, 3.83821752266, -29.0811178248
64.9, 21.1, -17.8749221184, 1.91401869159, -26.965576324
65.4, 21.1, -18.3157973174, -3.40372578241, -24.3107302534
65.9, 21.1, -21.0952380952, -4.57708333333, -21.4505952381
66.4, 21.1, -25.6441958042, -4.61006993007, -20.0779020979
66.9, 21.1, -30.1603195739, -0.872703062583, -20.9193075899
67.4, 21.1, -32.6831871345, 2.94605263158, -24.1608187135
67.9, 21.1, -35.0275555556, 1.54266666667, -26.8848888889
68.4, 21.1, -36.6518867925, 2.92275943396, -29.8173349057
68.9, 21.1, -36.7811955168, -1.38866749689, -34.3922789539
69.4, 21.1, -34.8068965517, -6.69984326019, -37.5117554859
69.9, 21.1, -30.6926618705, -13.2998561151, -39.5523741007
70.4, 21.1, -30.114305949, -12.2600566572, -41.1362606232
70.9, 21.1, -28.562406015, -16.4422556391, -41.6015037594
71.4, 21.1, -32.099205298, -13.9271523179, -40.6960264901
40.9, 20.3, -51.482111437, -15.2049853372, -10.7631964809
41.4, 20.3, -63.375106082, 4.06209335219, -18.1285714286
41.9, 20.3, -41.5427648579, 25.5395348837, -36.588372093
42.4, 20.3, -23.7648522551, 19.1940902022, -49.2933125972
42.9, 20.3, -15.4719814241, 10.8787925697, -50.6236842105
43.4, 20.3, -11.9284313725, 4.52492997199, -51.3861344538
43.9, 20.3, -10.8504122497, 0.811778563015, -49.1229681979
44.4, 20.3, -12.461898017, -1.49220963173, -44.7152974504
44.9, 20.3, -13.9508152174, -2.13817934783, -42.704076087
45.4, 20.3, -15.1117804552, -3.13949129853, -40.7240963855
45.9, 20.3, -15.9286885246, -2.6618852459, -39.331420765
46.4, 20.3, -15.6737215909, -0.345596590909, -39.2498579545
46.9, 20.3, -15.7515497553, -2.73784665579, -40.0724306688
47.4, 20.3, -18.7178041543, -2.2618694362, -40.528041543
47.9, 20.3, -20.0327516779, -0.239597315436, -42.7680536913
48.4, 20.3, -21.8041184041, -1.69871299871, -45.6818532819
48.9, 20.3, -22.610472973, -2.32871621622, -48.5265765766
49.4, 20.3, -22.3636934673, -3.91394472362, -49.2909547739
49.9, 20.3, -22.701011378, -5.70960809102, -48.1711757269
50.4, 20.3, -24.6382716049, -10.4057239057, -43.3787878788
50.9, 20.3, -31.5623529412, -10.0894117647, -37.6775
51.4, 20.3, -31.9833091437, 0.0240928882438, -37.7116110305
51.9, 20.3, -23.906504065, 5.68638211382, -39.6157520325
52.4, 20.3, -19.337695078, 5.3549819928, -43.0255702281
52.9, 20.3, -15.3388059701, 6.00488466757, -45.1876526459
53.4, 20.3, -13.7783281734, 5.19365325077, -45.4055727554
53.9, 20.3, -12.956, 5.4672, -46.67808
54.4, 20.3, -10.8208935611, 7.19645203679, -49.2632063075
54.9, 20.3, -8.31090387374, 5.12424677188, -53.2717360115
55.4, 20.3, -4.58259109312, -0.972064777328, -49.6176788124
55.9, 20.3, -3.97068062827, -8.01348167539, -43.7802356021
56.4, 20.3, -10.9759948652, -11.1623876765, -34.0123234917
56.9, 20.3, -12.9366306028, -13.186553323, -27.6874806801
57.4, 20.3, -22.9679094541, -17.8090545939, -25.5190412783
57.9, 20.3, -25.9803532009, -14.0854304636, -25.3589403974
58.4, 20.3, -23.3679697352, -8.3814627995, -26.4113493064
58.9, 20.3, -21.7657726692, -7.16117496807, -27.2070242656
59.4, 20.3, -22.5324970131, -6.93930704898, -26.2348864994
59.9, 20.3, -24.7946629213, -4.00351123596, -23.8418539326
60.4, 20.3, -16.5253549696, 7.74918864097, -23.8943204868
60.9, 20.3, -8.49734848485, 4.725, -26.5526515152
61.4, 20.3, -13.4253112033, -2.53236514523, -27.4275242047
61.9, 20.3, -14.1724669604, -0.383700440529, -23.8594713656
62.4, 20.3, -6.59144008056, 1.82588116818, -24.2725075529
62.9, 20.3, -7.7141509434, -1.10229110512, -27.0371967655
63.4, 20.3, -10.9358787879, 0.90703030303, -32.1863030303
63.9, 20.3, -13.4265388496, 3.9717457114, -34.4791120081
64.4, 20.3, -8.31057692308, 11.2717948718, -34.9565705128
64.9, 20.3, -2.99854881266, 6.00448548813, -35.0613456464
65.4, 20.3, -3.88314447592, -8.47875354108, -38.0361189802
65.9, 20.3, -10.3958602846, -12.8844760673, -26.1319534282
66.4, 20.3, -7.45691176471, -22.0697058824, -23.3227941176
66.9, 20.3, -66.5891687657, -13.9462216625, -12.5591939547
67.4, 20.3, -32.1737920937, 13.4518301611, -1.90043923865
67.9, 20.3, -30.779217274, 4.05006747638, -22.0094466937
68.4, 20.3, -30.2074183976, 1.96364985163, -22.8316023739
68.9, 20.3, -28.5502898551, 2.98289855072, -23.4237681159
69.4, 20.3, -21.1798905609, -2.25690834473, -31.9808481532
69.9, 20.3, -17.4701704545, -10.7617897727, -38.2576704545
70.4, 20.3, -21.2316582915, -17.3809045226, -44.9222361809
70.9, 20.3, -26.7706806283, -19.8778795812, -49.7219895288
71.4, 20.3, -32.0101928375, -9.21887052342, -53.4632231405
40.9, 8.6, 30.1450737762, -13.161325542, -27.3843122378
41.4, 8.6, 55.2286127542, 22.2835667283, -38.0304752311
41.9, 8.6, 24.8493363014, 75.7734690068, -25.193810274
42.4, 8.6, 10.2950921644, 51.5976815436, -31.2216276846
42.9, 8.6, 8.10100159593, 46.2975460102, -39.0099008489
43.4, 8.6, 5.3289911745, 41.279795302, -49.2803733221
43.9, 8.6, 4.69842799325, 33.9852177066, -54.5158559865
44.4, 8.6, 4.80620312287, 27.9431459044, -53.9149317406
44.9, 8.6, 6.32517648054, 23.4492597293, -49.3634688663
45.4, 8.6, 6.82853567753, 22.0315336192, -44.2487617496
45.9, 8.6, 7.27972737018, 26.2921239531, -38.5934497487
46.4, 8.6, 8.32181524904, 32.106944636, -38.3083354406
46.9, 8.6, 9.17748661512, 34.9388371134, -43.5091309278
47.4, 8.6, 10.3571459821, 33.6241971429, -47.03320625
47.9, 8.6, 11.2758580969, 29.175483045, -46.7852944637
48.4, 8.6, 11.4973409962, 22.9195398496, -39.3593291353
48.9, 8.6, 10.8936697952, 22.0621706485, -29.0711460751
49.4, 8.6, 9.9513068, 25.0451243478, -16.6214610435
49.9, 8.6, 9.58224547826, 28.4392370435, -9.26856086957
50.4, 8.6, 9.03898812395, 32.998681072, -5.7395921943
50.9, 8.6, 7.60121003472, 34.8255284722, -14.5913303819
51.4, 8.6, 9.01018252951, 39.1368418212, -7.08269715008
51.9, 8.6, -1.1988165735, 48.2823213675, -24.9805801709
52.4, 8.6, -2.75525617324, 41.5772562607, -29.3183737564
52.9, 8.6, -4.5228659129, 38.3319011725, -27.8151420436
53.4, 8.6, -5.02764600671, 34.2977174497, -27.3016399329
53.9, 8.6, -6.32524045455, 31.4602980769, -28.9744620629
54.4, 8.6, -8.28405582215, 26.2036077181, -30.4414607383
54.9, 8.6, -9.69544575503, 22.6176280201, -30.3589216443
55.4, 8.6, -9.32179210084, 7.46428687395, -28.741434958
55.9, 8.6, -3.00670716918, 7.18476051926, -30.6252331658
56.4, 8.6, -3.23945121008, 8.52284961345, -29.5460384874
56.9, 8.6, -4.88046511745, 10.2765330369, -32.8250454698
57.4, 8.6, -1.79065115544, 8.2420341541, -30.7308740369
57.9, 8.6, 7.99960095638, 14.7989394295, -26.0744718121
58.4, 8.6, 0.290700315604, 24.3886525168, -38.419357047
58.9, 8.6, 1.79932344799, 30.7020771812, -46.6215036913
59.4, 8.6, -1.25754459295, 36.8737275168, -51.960963255
59.9, 8.6, -1.38160688289, 33.5973981544, -51.7173877517
60.4, 8.6, -1.28637250839, 35.1021830537, -50.1528573826
60.9, 8.6, -0.311005358205, 23.4201837248, -54.900761745
61.4, 8.6, 4.23101531987, 9.78905308081, -58.9533203704
61.9, 8.6, 48.1644862416, 31.686147651, -54.8144716443
62.4, 8.6, 15.0054483221, 57.7575409396, -47.1690154362
62.9, 8.6, -0.451752446695, 69.8398981544, -41.020890604
63.4, 8.6, -26.7572112605, 84.9109369748, -43.2637023529
63.9, 8.6, -58.1374114094, 70.5663902685, -54.4918815436
64.4, 8.6, -70.0280407718, 32.8315010067, -48.7450033557
64.9, 8.6, -23.9442545302, -4.7955302349, -37.5768560403
65.4, 8.6, -13.1492533557, 24.5004411074, -22.6127911074
65.9, 8.6, -34.6075795302, 11.3694692617, -21.5670758389
66.4, 8.6, 3.61558048658, -21.6264689597, -14.2410837248
66.9, 8.6, 31.3007120805, 15.1870968121, -7.05566134228
67.4, 8.6, 10.1728829244, 35.761322521, 1.03186586538
67.9, 8.6, 0.683189005201, 37.2760211409, -3.94218498322
68.4, 8.6, -16.4425867672, 33.8669266332, -2.90971321943
68.9, 8.6, -1.22459485185, 31.497997651, 2.21124925956
69.4, 8.6, -25.1294162479, 40.1848018425, -10.5863427638
69.9, 8.6, -20.402684396, 29.5758498322, -22.7762171141
70.4, 8.6, -19.0847684564, 35.3075548658, -33.0475021812
70.9, 8.6, -25.7293802013, 42.9301686242, -41.2001322148
71.4, 8.6, -47.8958517647, 65.0940855462, -55.1555176471
71.9, 8.6, -20.0399640336, -18.4896042017, -41.4856057143
72.4, 8.6, -17.3598564706, 22.0890094118, -48.5216060504
72.9, 8.6, -18.8676989933, 26.3404825503, -51.653865604
73.4, 8.6, -15.1606117253, 23.4986340034, -50.9726554439
73.9, 8.6, -10.027714849, 22.1843375839, -41.5700541946
74.4, 8.6, -2.78879811189, 17.3186051926, -32.2294396985
74.9, 8.6, 1.22372122584, 19.1883884228, -25.4646562081
75.4, 8.6, 2.57304510756, 24.7766959664, -24.3945058824
75.9, 8.6, 2.29516005369, 28.2022833893, -30.5552738255
76.4, 8.6, 1.41149135394, 22.3091462312, -41.77730134
76.9, 8.6, 1.00291172973, 16.6567733221, -47.6977394295
77.4, 8.6, -1.74433589161, 13.4066505034, -50.8916674497
77.9, 8.6, -8.50299028571, 11.8376704874, -53.3595579832
78.4, 8.6, -10.1905921644, 7.6479436745, -54.6713172819
78.9, 8.6, -8.04509809045, 5.26256951424, -53.7291879397
79.4, 8.6, -6.63625473154, 8.73426964765, -50.613060906
79.9, 8.6, -8.9111258557, 17.6149671141, -46.7303479866
80.4, 8.6, -0.270988408269, 20.6618694118, -30.739427563
80.9, 8.6, -4.4455498325, 24.5952048576, -23.5830386935
40.9, 8.0, -14.5524162832, 4.30623835398, -68.0929023009
41.4, 8.0, -15.574007563, -6.59292277311, -73.8016477311
41.9, 8.0, -14.853719554, -13.3712080617, -73.8645463122
42.4, 8.0, -16.8369063683, -19.668320654, -65.1375833046
42.9, 8.0, -18.2943796491, -20.2796491228, -49.9138168421
43.4, 8.0, -20.0966747277, -15.597254902, -38.7341444444
43.9, 8.0, -21.2612859862, -10.0977559689, -31.3562380623
44.4, 8.0, -21.1576947723, -3.40536756661, -25.8349824621
44.9, 8.0, -20.0823382625, 4.95174791128, -26.3408009242
45.4, 8.0, -18.3359554731, 10.6378654174, -33.5656393321
45.9, 8.0, -17.0389898955, 10.6441168467, -41.909288676
46.4, 8.0, -16.7273744467, 6.4597543662, -47.6778517103
46.9, 8.0, -17.2327612782, 2.97343607331, -49.5899103383
47.4, 8.0, -17.8895257576, -1.56990738693, -49.2440897727
47.9, 8.0, -17.9289139847, -5.65844137931, -46.5299254789
48.4, 8.0, -16.9756348249, -5.88361392996, -43.9936583658
48.9, 8.0, -15.8963203125, -5.63365611111, -45.1439949653
49.4, 8.0, -16.1624295276, -9.0843786811, -48.2728501969
49.9, 8.0, -17.7540186007, -15.4373087031, -45.5203588737
50.4, 8.0, -22.337038422, -17.3359629503, -37.6148596913
50.9, 8.0, -29.754402214, -13.1284929889, -31.8520595941
51.4, 8.0, -34.8818743289, -4.69619151007, -26.6969223154
51.9, 8.0, -29.8913649916, 3.19836754941, -24.336040536
52.4, 8.0, -28.3707199664, 6.95648676174, -24.9835271812
52.9, 8.0, -27.1583684564, 6.02765385906, -29.8644885906
53.4, 8.0, -25.4892407718, 0.618562039815, -33.3794917785
53.9, 8.0, -25.4487537688, -7.64125921273, -32.3943633166
54.4, 8.0, -26.7073139262, -12.3757959732, -27.1024145973
54.9, 8.0, -27.3434369128, -13.1600768456, -23.2177347315
55.4, 8.0, -26.6705892797, -14.1029437186, -22.7086075377
55.9, 8.0, -24.3781194631, -17.1016892617, -23.101647651
56.4, 8.0, -21.8090312081, -18.8377771812, -22.5643865772
56.9, 8.0, -18.7833229866, -19.5924325503, -23.0663
57.4, 8.0, -19.0451248322, -18.3660944631, -27.6723981544
57.9, 8.0, -19.1049884422, -12.9019956449, -33.8443824121
58.4, 8.0, -18.888809396, -11.0252366779, -39.0261442953
58.9, 8.0, -20.6583793624, -13.2088040268, -38.2174077181
59.4, 8.0, -28.7491680067, -8.08725517588, -37.7823505863
59.9, 8.0, -29.4769651007, -5.71178464765, -41.8807496644
60.4, 8.0, -30.2203847315, -4.9748282047, -42.7264800336
60.9, 8.0, -35.2436497487, -10.6025537856, -42.9952135678
61.4, 8.0, -36.0866906198, -6.86896750419, -41.3108792295
61.9, 8.0, -36.4878658824, -5.57800290756, -37.3054996639
62.4, 8.0, -36.9294755034, 0.0532136342785, -30.4941072148
62.9, 8.0, -39.2763552013, 5.3795295302, -25.8556082215
63.4, 8.0, -40.1446865772, 11.4184492617, -25.7171808725
63.9, 8.0, -42.8637729866, 8.69127731544, -26.468025
64.4, 8.0, -43.1771228188, 1.07523245022, -27.1680830537
64.9, 8.0, -43.2148753356, -7.39214864094, -19.0268333893
65.4, 8.0, -36.4006233221, -0.995869205319, -15.6581610738
65.9, 8.0, -32.750542953, -3.66510684564, -17.0403338926
66.4, 8.0, -28.2912734899, -4.12101956376, -20.9663927852
66.9, 8.0, -27.0754327181, -7.34711963087, -25.1193895973
67.4, 8.0, -22.5866132328, -9.04701897822, -32.0813835846
67.9, 8.0, -23.2784860738, -10.2907048993, -34.4216342282
68.4, 8.0, -23.0143733221, -11.885252651, -36.8909095638
68.9, 8.0, -22.1356820168, -10.8666529412, -33.2886484034
69.4, 8.0, -24.4480674497, -9.54818699664, -30.0177634228
69.9, 8.0, -26.3529517647, -10.5220000672, -27.8962186555
70.4, 8.0, -34.9595001678, -11.9619199329, -21.9759573826
70.9, 8.0, -31.4000347899, -10.6367424034, -23.4873112605
71.4, 8.0, -38.2118280201, -0.676932251678, -25.4802291946
71.9, 8.0, -38.9706340604, -1.68397398993, -29.0427149329
72.4, 8.0, -37.1444745394, 4.74854820771, -28.3983479062
72.9, 8.0, -32.9996298658, 7.78257115772, -29.6562489933
73.4, 8.0, -29.5854949664, 6.47998241611, -33.6960105705
73.9, 8.0, -28.9529931208, 7.51850191275, -40.0283137584
74.4, 8.0, -25.3208427852, -0.0474559205369, -48.321385906
74.9, 8.0, -20.6073486577, -1.64116732383, -52.5509097315
75.4, 8.0, -23.9537971429, -9.54798386555, -54.1773294118
75.9, 8.0, -23.6499016779, -14.3557152685, -55.7142738255
76.4, 8.0, -25.4808973154, -19.0254088926, -56.6660157718
76.9, 8.0, -27.167979698, -24.8625612416, -57.3406139262
77.4, 8.0, -30.1208327731, -28.811682521, -54.6428058824
77.9, 8.0, -35.3905439597, -31.1528298658, -52.0285780201
78.4, 8.0, -33.1591954774, -26.0471871022, -50.841161809
78.9, 8.0, -33.9208748744, -21.8591921273, -49.4114035176
79.4, 8.0, -30.9958758389, -20.7958531879, -44.3204872483
79.9, 8.0, -28.0932137584, -22.9713157718, -38.7835587248
80.4, 8.0, -28.6530191275, -29.1968015101, -29.782595302
80.9, 8.0, -26.4558159129, -33.4630567839, -22.727200335
40.9, 7.4, -2.82547390924, -4.07609013445, -68.9935178151
41.4, 7.4, -0.938320649564, -6.31725120805, -72.8917854027
41.9, 7.4, -4.87390586176, -7.47228216807, -76.2397196639
42.4, 7.4, -4.47158423529, -12.752747563, -59.9853763025
42.9, 7.4, -13.7509784746, -10.3092715932, -52.3151154237
43.4, 7.4, -21.5733310403, -7.6866538255, -48.6154803691
43.9, 7.4, -26.7804577889, -5.12100613065, -46.267158124
44.4, 7.4, -28.0315370184, -4.1079761139, -44.0235180905
44.9, 7.4, -26.1697491611, 0.943177615419, -43.0018258389
45.4, 7.4, -20.1723399329, 4.33506869128, -42.6130416107
45.9, 7.4, -13.294462709, 5.81620610368, -43.8427769231
46.4, 7.4, -8.54501652685, 5.46708805369, -45.7192739933
46.9, 7.4, -6.97162016779, 4.0825791443, -48.1504270134
47.4, 7.4, -7.46557501678, -0.101563288305, -49.6583100671
47.9, 7.4, -8.043682, -4.4595270084, -48.0791969748
48.4, 7.4, -8.16802370805, -7.31270010067, -42.6833444631
48.9, 7.4, -7.38101447987, -6.63716879195, -40.0076676174
49.4, 7.4, -6.72117166107, -6.98935241611, -37.7256431208
49.9, 7.4, -8.20870879195, -8.5797177349, -34.7655505034
50.4, 7.4, -13.8004558725, -7.49275194631, -31.3476580537
50.9, 7.4, -20.939490604, -2.67385920805, -30.1535543624
51.4, 7.4, -27.9544929412, 4.8791557479, -30.6689315966
51.9, 7.4, -33.2920525963, 5.85607480737, -30.6242519263
52.4, 7.4, -35.4162340604, 6.39989931208, -31.4508753356
52.9, 7.4, -35.4429478992, 5.03561833613, -33.6742744538
53.4, 7.4, -34.5777872269, 2.00381471277, -35.0575043697
53.9, 7.4, -35.5614172819, -3.75849620805, -34.7073003356
54.4, 7.4, -36.6293620168, -8.95615820168, -31.9201206723
54.9, 7.4, -36.7574824121, -10.6904870519, -28.7459738693
55.4, 7.4, -33.3864355705, -18.0265689597, -27.6797966443
55.9, 7.4, -30.8502364706, -20.5918932773, -28.5882240336
56.4, 7.4, -30.9812246644, -18.3729275168, -28.9682605705
56.9, 7.4, -26.9245770519, -20.3921872697, -30.3427433836
57.4, 7.4, -25.7472825503, -19.1949728188, -35.2620107383
57.9, 7.4, -22.9132461409, -15.8762142617, -39.8584271812
58.4, 7.4, -22.6340747029, -11.6887037861, -43.2382743633
58.9, 7.4, -24.9198107563, -4.64101416807, -46.4402315966
59.4, 7.4, -26.6944734899, -3.7595792953, -49.2544832215
59.9, 7.4, -29.3223685092, 0.134683689883, -52.3961984925
60.4, 7.4, -30.1587419192, -3.33228838384, -53.8738784512
60.9, 7.4, -30.1420402685, -5.94981127517, -54.4360634228
61.4, 7.4, -29.1718452101, -9.5942570084, -53.448777479
61.9, 7.4, -29.5936590604, -3.96742659396, -49.816488255
62.4, 7.4, -32.1294179832, 4.23693536134, -44.7623794958
62.9, 7.4, -37.45975, 12.6376223154, -41.9346548658
63.4, 7.4, -44.2017163025, 17.7251813445, -42.8091729412
63.9, 7.4, -50.5046395973, 5.49526057047, -42.9092558725
64.4, 7.4, -51.0415393277, 4.96537684034, -40.2492835294
64.9, 7.4, -47.698483557, -5.43363458054, -34.5790182886
65.4, 7.4, -43.5343654362, -10.2160587919, -30.8058052013
65.9, 7.4, -37.8415577181, -14.8001520134, -29.7278110738
66.4, 7.4, -31.8609315436, -13.6439582215, -29.8305894295
66.9, 7.4, -25.5711426891, -10.0728272605, -29.4564884034
67.4, 7.4, -23.0093365772, -8.6615127349, -29.4219456376
67.9, 7.4, -24.9042348993, -7.64464605705, -29.3566785235
68.4, 7.4, -28.2593377517, -6.11126231544, -28.4821840604
68.9, 7.4, -31.8616302013, -2.68170097315, -29.3998946309
69.4, 7.4, -34.8879687919, -2.59647465436, -31.6585218121
69.9, 7.4, -37.8978904202, -2.84120928739, -34.0133495798
70.4, 7.4, -40.3518879195, -1.40343240503, -36.0137721477
70.9, 7.4, -42.810394958, -4.68969105882, -37.4992677311
71.4, 7.4, -47.3117986555, 2.18032402353, -40.1675379832
71.9, 7.4, -48.1105053601, 4.24279517588, -42.0576956449
72.4, 7.4, -46.0787334454, 5.2144052605, -44.6102534454
72.9, 7.4, -41.441964094, 1.01206481555, -44.8303790268
73.4, 7.4, -37.172290084, 1.66246931126, -44.2518344538
73.9, 7.4, -30.325016443, -3.77946416107, -43.8245956376
74.4, 7.4, -19.5146191275, 2.19139219799, -41.6628355705
74.9, 7.4, -19.777314094, -8.19459751678, -45.2495697987
75.4, 7.4, -19.2459013423, -7.79523696309, -47.7368699664
75.9, 7.4, -20.9735384228, -9.52930268456, -50.6705924497
76.4, 7.4, -23.6721184564, -13.5539286913, -55.7545598993
76.9, 7.4, -25.5968855705, -19.271214094, -59.5586399329
77.4, 7.4, -27.5307166107, -25.0814364094, -61.5089463087
77.9, 7.4, -29.3898677852, -28.2284350671, -61.1017488255
78.4, 7.4, -32.1360362416, -26.2108422819, -60.0131087248
78.9, 7.4, -33.3716628571, -22.5477838655, -58.6568307563
79.4, 7.4, -32.9668475712, -20.5258969849, -55.4181971524
79.9, 7.4, -34.7382885906, -18.1555442953, -50.9541604027
80.4, 7.4, -36.8574301508, -19.1814532663, -44.8059763819
80.9, 7.4, -40.7574110553, -21.7142365159, -37.4418711893
21.3, 19.7, -41.7814939446, -45.821767301, -0.419487381436
21.3, 19.2, 7.40836721739, -23.8081408696, -3.95268422609
21.3, 18.7, -2.84902486678, -6.71936576125, 4.91752520761
21.3, 18.2, 18.1187189655, -63.3211991379, 9.2730072069
21.3, 17.7, 28.7180169091, 1.70610475782, -12.8113985455
21.3, 17.2, -22.5634871304, -2.31872278452, -12.6079521739
21.3, 16.7, -20.0269148352, -7.21461787546, -17.8471503663
21.3, 16.2, -26.3598982759, 18.5793846552, -21.3478360345
21.3, 15.7, -42.6212015437, -27.3166259005, -2.53608369297
21.3, 15.2, -3.34394969543, -37.4914335025, 4.83606817259
21.3, 14.7, -23.8717726804, -13.1121197595, -0.468612605842
21.3, 14.2, -29.9358126736, -24.423953125, -24.3451815972
21.3, 13.7, -33.6948082631, -37.7729703204, -28.1509768971
21.3, 13.2, -22.7907898132, -45.4915217317, -27.0612736842
21.3, 12.7, -14.5057970588, -24.1154775087, -34.3327423875
21.3, 12.2, -53.0594114035, -21.5940770175, -23.5949449123
21.3, 11.7, -13.8328921368, -11.3896673675, -32.111774188
21.3, 11.2, -28.4095022298, -1.18738231424, -40.4007024014
21.3, 10.7, -32.5667073379, 1.48970845119, -37.3833904437
21.3, 10.2, -31.6888955932, -4.79993430508, -34.4550049153
21.3, 9.7, -29.7421207192, -11.7031597432, -31.1319962329
21.3, 9.2, -15.4047407801, -25.5427328014, -39.3192065603
22.0, 19.7, -24.2402054054, -8.69541711149, -1.63151779932
22.0, 19.2, -10.9309877311, -4.23392702521, -0.786045546622
22.0, 18.7, -0.453593697504, -1.01649566098, -5.77684880492
22.0, 18.2, 8.10756621806, 1.94865636083, -11.7909960988
22.0, 17.7, 7.77913559284, 3.96035919463, -18.4798729306
22.0, 17.2, -2.16456776395, -0.718266134507, -24.4382869048
22.0, 16.7, -10.4109922437, -8.2600283559, -26.608129207
22.0, 16.2, -14.7108083333, -13.3422722789, -26.9735772109
22.0, 15.7, -12.3334914, -24.0301666, -27.866712
22.0, 15.2, -12.2574347921, -25.9069748359, -31.5695525164
22.0, 14.7, -11.7667256569, -27.3481386861, -36.5915479927
22.0, 14.2, -17.6080972119, -27.4418310409, -44.4615447955
22.0, 13.7, -23.3780745794, -27.0228143925, -45.5420424299
22.0, 13.2, -26.3247987109, -22.8679793738, -43.6749300184
22.0, 12.7, -27.3193054945, -16.7709703297, -40.4798430769
22.0, 12.2, -26.9838053913, -8.04203450435, -37.936709913
22.0, 11.7, -25.3240119835, -3.45007533678, -37.7887568182
22.0, 11.2, -26.5649169604, 2.32939876652, -37.557423348
22.0, 10.7, -25.1580054577, 3.34008996479, -37.7236017606
22.0, 10.2, -21.5546988075, 3.69214618399, -41.909739523
22.0, 9.7, -15.0320181818, 4.11529545455, -51.3365352273
22.0, 9.2, -5.62824088737, 3.98946556314, -60.904733959
22.7, 19.7, -38.2810272269, -12.633048, 11.5111470252
22.7, 19.2, -34.1928035294, 15.4937373109, 17.0167052101
22.7, 18.7, -8.00397206376, 12.969602349, -1.98775408725
22.7, 18.2, 9.01258447987, 5.09614318792, 1.15416142091
22.7, 17.7, 24.7447706376, -20.5957281879, -4.68107922819
22.7, 17.2, -6.69858013423, -25.2848901007, -18.289234396
22.7, 16.7, -8.63323942953, -3.7155348557, -27.9774827181
22.7, 16.2, -5.77677507563, -12.4308691261, -37.6997537815
22.7, 15.7, -9.57269243289, -16.0143171141, -45.8476889262
