adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
16:49:BD:EE:D9:31,255,10,NA,1,-89,0,1545116484973,127,0
3A:49:26:65:51:6E,255,10,NA,1,-73,0,1545116484974,127,0
0E:B1:82:55:4D:20,255,10,NA,1,-97,0,1545116487003,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-71,0,1545116487007,127,0
59:ED:6F:F6:7B:88,255,10,NA,1,-90,0,1545116487367,127,2
16:49:BD:EE:D9:31,255,10,NA,1,-94,0,1545116487370,127,0
78:31:C1:C0:CD:AF,255,10,NA,1,-95,0,1545116487380,127,2
88:63:DF:A0:ED:24,255,10,NA,1,-76,0,1545116487383,127,2
6E:A9:C7:9D:38:FB,255,10,NA,1,-84,0,1545116487392,127,2
78:31:C1:C0:CD:AF,255,10,NA,1,-94,0,1545116487410,127,2
0F:04:2A:6F:A6:89,255,10,NA,1,-94,0,1545116487412,127,0
4D:9A:92:F5:39:1C,255,10,NA,1,-92,0,1545116487415,127,0
88:63:DF:A0:ED:24,255,10,NA,1,-82,0,1545116487421,127,2
31:CD:7D:F3:3C:C0,255,10,NA,1,-98,0,1545116487422,127,0
46:77:D3:03:45:1B,255,10,NA,1,-86,0,1545116487435,127,2
50:75:2C:16:3A:88,255,10,NA,1,-78,0,1545116487467,127,2
E4:7D:BD:2C:B8:69,255,10,NA,1,-80,0,1545116487469,127,0
10:64:8A:C1:F4:3F,255,10,NA,1,-97,0,1545116487472,127,0
16:49:BD:EE:D9:31,255,10,NA,1,-94,0,1545116487475,127,0
88:63:DF:A0:ED:24,255,10,NA,1,-83,0,1545116487489,127,2
32:A8:E7:1C:1E:7B,255,10,NA,1,-93,0,1545116487492,127,0
3A:49:26:65:51:6E,255,10,NA,1,-83,0,1545116487494,127,0
50:2D:41:30:12:3F,255,10,NA,1,-75,0,1545116487518,127,2
88:63:DF:A0:ED:24,255,10,NA,1,-93,0,1545116487534,127,2
45:16:09:C9:D1:39,255,10,NA,1,-85,0,1545116487536,127,2
78:31:C1:C0:CD:AF,255,10,NA,1,-95,0,1545116487545,127,2
88:63:DF:A0:ED:24,255,10,NA,1,-82,0,1545116487556,127,2
45:16:09:C9:D1:39,255,10,NA,1,-82,0,1545116487571,127,2
16:49:BD:EE:D9:31,255,10,NA,1,-91,0,1545116487573,127,0
10:2F:68:5A:16:3A,255,10,NA,1,-93,0,1545116487575,127,0
88:63:DF:A0:ED:24,255,10,NA,1,-83,0,1545116487581,127,2
32:A8:E7:1C:1E:7B,255,10,NA,1,-97,0,1545116487588,127,0
4D:9A:92:F5:39:1C,255,10,NA,1,-91,0,1545116487595,127,0
3A:49:26:65:51:6E,255,10,NA,1,-81,0,1545116487600,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-83,0,1545116487608,127,0
33:A4:70:17:DE:BF,255,10,NA,1,-93,0,1545116487615,127,0
0F:04:2A:6F:A6:89,255,10,NA,1,-96,0,1545116487618,127,0
88:63:DF:A0:ED:24,255,10,NA,1,-80,0,1545116487660,127,2
6E:A9:C7:9D:38:FB,255,10,NA,1,-84,0,1545116487667,127,2
88:63:DF:A0:ED:24,255,10,NA,1,-78,0,1545116487679,127,2
16:49:BD:EE:D9:31,255,10,NA,1,-92,0,1545116487689,127,0
32:A8:E7:1C:1E:7B,255,10,NA,1,-92,0,1545116487692,127,0
0F:04:2A:6F:A6:89,255,10,NA,1,-93,0,1545116487724,127,0
50:75:2C:16:3A:88,255,10,NA,1,-76,0,1545116487737,127,2
38:75:C4:D1:2A:4E,255,10,NA,1,-94,0,1545116487739,127,0
0E:B1:82:55:4D:20,255,10,NA,1,-94,0,1545116487749,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-90,0,1545116487752,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-66,0,1545116487755,127,0
45:16:09:C9:D1:39,255,10,NA,1,-78,0,1545116487764,127,2
E4:7D:BD:2C:B8:69,255,10,NA,1,-77,0,1545116487767,127,0
88:63:DF:A0:ED:24,255,10,NA,1,-77,0,1545116487778,127,2
16:49:BD:EE:D9:31,255,10,NA,1,-91,0,1545116487784,127,0
45:16:09:C9:D1:39,255,10,NA,1,-75,0,1545116487799,127,2
32:A8:E7:1C:1E:7B,255,10,NA,1,-87,0,1545116487802,127,0
88:63:DF:A0:ED:24,255,10,NA,1,-74,0,1545116487810,127,2
3A:49:26:65:51:6E,255,10,NA,1,-73,0,1545116487812,127,0
45:16:09:C9:D1:39,255,10,NA,1,-74,0,1545116487830,127,2
