adress,bond,name,rssi,time,type
00:1D:DF:5D:0E:B8,10,SoundSticks W,-87,1545116486152,1
59:ED:6F:F6:7B:88,10,NA,-90,1545116487356,2
78:31:C1:C0:CD:AF,10,NA,-95,1545116487373,2
88:63:DF:A0:ED:24,10,NA,-76,1545116487383,2
6E:A9:C7:9D:38:FB,10,NA,-84,1545116487388,2
78:31:C1:C0:CD:AF,10,NA,-94,1545116487402,2
88:63:DF:A0:ED:24,10,NA,-82,1545116487415,2
46:77:D3:03:45:1B,10,NA,-86,1545116487428,2
50:75:2C:16:3A:88,10,NA,-78,1545116487459,2
88:63:DF:A0:ED:24,10,NA,-83,1545116487483,2
50:2D:41:30:12:3F,10,NA,-75,1545116487510,2
88:63:DF:A0:ED:24,10,NA,-93,1545116487527,2
45:16:09:C9:D1:39,10,NA,-85,1545116487536,2
78:31:C1:C0:CD:AF,10,NA,-95,1545116487540,2
88:63:DF:A0:ED:24,10,NA,-82,1545116487549,2
45:16:09:C9:D1:39,10,NA,-82,1545116487564,2
88:63:DF:A0:ED:24,10,NA,-83,1545116487575,2
88:63:DF:A0:ED:24,10,NA,-80,1545116487651,2
6E:A9:C7:9D:38:FB,10,NA,-84,1545116487660,2
88:63:DF:A0:ED:24,10,NA,-78,1545116487671,2
50:75:2C:16:3A:88,10,NA,-76,1545116487728,2
45:16:09:C9:D1:39,10,NA,-78,1545116487756,2
88:63:DF:A0:ED:24,10,NA,-77,1545116487770,2
45:16:09:C9:D1:39,10,NA,-75,1545116487792,2
88:63:DF:A0:ED:24,10,NA,-74,1545116487802,2
45:16:09:C9:D1:39,10,NA,-74,1545116487824,2
88:63:DF:A0:ED:24,10,NA,-75,1545116487832,2
88:63:DF:A0:ED:24,10,NA,-80,1545116487873,2
78:31:C1:C0:CD:AF,10,NA,-90,1545116487892,2
78:31:C1:C0:CD:AF,10,NA,-90,1545116487921,2
6E:A9:C7:9D:38:FB,10,NA,-85,1545116487930,2
88:63:DF:A0:ED:24,10,NA,-80,1545116487939,2
45:16:09:C9:D1:39,10,NA,-75,1545116487953,2
78:31:C1:C0:CD:AF,10,NA,-87,1545116487959,2
88:63:DF:A0:ED:24,10,NA,-77,1545116487969,2
67:38:2B:3E:D9:9F,10,NA,-87,1545116487975,2
45:16:09:C9:D1:39,10,NA,-90,1545116487982,2
67:38:2B:3E:D9:9F,10,NA,-86,1545116488000,2
78:31:C1:C0:CD:AF,10,NA,-88,1545116488046,2
78:31:C1:C0:CD:AF,10,NA,-93,1545116488091,2
88:63:DF:A0:ED:24,10,NA,-73,1545116488103,2
78:31:C1:C0:CD:AF,10,NA,-87,1545116488143,2
67:38:2B:3E:D9:9F,10,NA,-89,1545116488154,2
88:63:DF:A0:ED:24,10,NA,-79,1545116488174,2
78:31:C1:C0:CD:AF,10,NA,-87,1545116488179,2
67:38:2B:3E:D9:9F,10,NA,-86,1545116488184,2
88:63:DF:A0:ED:24,10,NA,-77,1545116488190,2
6E:A9:C7:9D:38:FB,10,NA,-81,1545116488199,2
45:16:09:C9:D1:39,10,NA,-77,1545116488208,2
88:63:DF:A0:ED:24,10,NA,-78,1545116488223,2
45:16:09:C9:D1:39,10,NA,-84,1545116488430,2
88:63:DF:A0:ED:24,10,NA,-78,1545116488562,2
45:16:09:C9:D1:39,10,NA,-69,1545116488742,2
45:16:09:C9:D1:39,10,NA,-74,1545116488843,2
00:1A:7D:DA:71:13,10,DESKTOP-9C5MRC8,-78,1545116490043,1
E8:2A:EA:8E:0A:D4,10,LUNA,-78,1545116491087,1
C4:30:18:6F:9A:D5,10,LG Monitor(D5),-85,1545116492719,1
C4:30:18:6F:9A:D5,10,LG Monitor(D5),-86,1545116492820,1
44:4B:C2:67:3A:0A,10,NA,-91,1545116494623,2
50:2D:41:30:12:3F,10,NA,-79,1545116494823,2
59:ED:6F:F6:7B:88,10,NA,-89,1545116495245,2
6E:A9:C7:9D:38:FB,10,NA,-66,1545116495534,2
EC:2A:B9:6B:46:0B,10,NA,-93,1545116495778,2
01:65:E5:16:F8:E3,10,NA,-98,1545116496748,2
