31147.53756, 3,   0.139,  0.159,  9.764, 4,   0.011,  0.008,  0.011
31147.60629, 3,   0.130,  0.186,  9.771, 4,  -0.046, -0.043, -0.016, 5,  10.789,-18.086,-43.138
31147.67423, 3,   0.122,  0.193,  9.746, 4,  -0.045, -0.042, -0.015, 5,  10.258,-18.170,-42.746, 81, 213.463, -1.059,  0.849, 82,  -0.015,  0.004, -0.033, 83,   0.145,  0.181,  9.804, 84,   0.010,  0.007,  0.958
31147.74653, 3,   0.138,  0.169,  9.737, 4,  -0.047, -0.042, -0.018, 5,  10.579,-17.400,-43.032, 81, 213.440, -1.082,  0.792, 82,  -0.013,  0.008, -0.058, 83,   0.136,  0.185,  9.804, 84,   0.009,  0.007,  0.958
31147.81417, 3,   0.123,  0.192,  9.737, 4,  -0.047, -0.042, -0.017, 5,  10.912,-17.400,-43.198, 81, 214.202, -1.039,  0.805, 82,  -0.000, -0.008, -0.067, 83,   0.138,  0.178,  9.804, 84,   0.009,  0.007,  0.956
31147.88574, 3,   0.130,  0.186,  9.785, 4,  -0.046, -0.042, -0.017, 5,  10.580,-17.911,-43.176, 81, 214.490, -1.078,  0.808, 82,  -0.015,  0.008, -0.067, 83,   0.138,  0.184,  9.804, 84,   0.010,  0.007,  0.955
31147.95362, 3,   0.129,  0.194,  9.735, 4,  -0.047, -0.042, -0.017, 5,  10.248,-17.911,-42.716, 81, 213.535, -1.086,  0.804, 82,  -0.008,  0.000, -0.019, 83,   0.138,  0.186,  9.804, 84,   0.009,  0.007,  0.957
31148.02400, 3,   0.150,  0.167,  9.728, 4,  -0.045, -0.042, -0.019, 5,  10.816,-17.400,-43.000, 81, 213.654, -1.080,  0.781, 82,  -0.005,  0.009, -0.069, 83,   0.134,  0.185,  9.804, 84,   0.009,  0.007,  0.957
31148.09282, 3,   0.143,  0.190,  9.733, 4,  -0.046, -0.041, -0.017, 5,  10.500,-17.400,-43.000, 81, 214.303, -1.069,  0.793, 82,   0.015, -0.016, -0.076, 83,   0.136,  0.183,  9.804, 84,   0.009,  0.007,  0.955
31148.16192, 3,   0.142,  0.193,  9.753, 4,  -0.045, -0.043, -0.015, 5,  10.500,-17.400,-43.000, 81, 213.953, -1.076,  0.791, 82,   0.008,  0.006, -0.071, 83,   0.135,  0.184,  9.804, 84,   0.009,  0.007,  0.956
31148.23047, 3,   0.131,  0.217,  9.778, 4,  -0.048, -0.041, -0.016, 5,  10.500,-17.400,-43.000, 81, 213.825, -1.066,  0.795, 82,   0.006,  0.011, -0.051, 83,   0.136,  0.183,  9.804, 84,   0.009,  0.007,  0.957
31148.28497, 3,   0.146,  0.184,  9.771, 4,  -0.047, -0.041, -0.017, 81, 213.784, -1.079,  0.792, 82,  -0.004,  0.032, -0.026, 83,   0.135,  0.185,  9.804, 84,   0.009,  0.007,  0.957
31148.35493, 3,   0.141,  0.201,  9.732, 4,  -0.048, -0.041, -0.017, 5,  10.500,-17.000,-43.400, 81, 213.770, -1.065,  0.798, 82,   0.010,  0.002, -0.033, 83,   0.136,  0.182,  9.804, 84,   0.009,  0.007,  0.957
