1359016805716	1359016806078	142.0	0
1359016806088	1359016806107	141.0	0
1359016806118	1359016806283	139.0	0
1359016806293	1359016806356	137.0	0
1359016806366	1359016806440	135.0	0
1359016806451	1359016806531	137.0	0
1359016806555	1359016806572	139.0	0
1359016806635	1359016806648	141.0	0
1359016806669	1359016806772	142.0	0
1359016851564	1359016851564	1.0	0
1359016851576	1359016851670	5.0	0
1359016851684	1359016853767	10.0	0
1359016853779	1359016853942	11.0	0
1359016853957	1359016854251	13.0	0
1359016854266	1359016854357	15.0	0
1359016854367	1359016854422	16.0	0
1359016854438	1359016854451	20.0	0
1359016854461	1359016854526	40.0	0
1359016854535	1359016854569	112.0	0
1359016854579	1359016854611	135.0	0
1359016854621	1359016854664	146.0	0
1359016854673	1359016854689	149.0	0
1359016854699	1359016854772	142.0	0
1359016854784	1359016854831	137.0	0
1359016854841	1359016854852	130.0	0
1359016854865	1359016854902	129.0	0
1359016854913	1359016854936	139.0	0
1359016854946	1359016855031	152.0	0
1359016855045	1359016855095	159.0	0
1359016855106	1359016855130	163.0	0
1359016855141	1359016855187	169.0	0
1359016855224	1359016855267	176.0	0
1359016855317	1359016855345	135.0	0
1359016855373	1359016855429	49.0	0
1359016855453	1359016855468	11.0	0
1359016855508	1359016856159	10.0	0
1359016856179	1359016856405	11.0	0
1359016856414	1359016856587	13.0	0
1359016856598	1359016856643	15.0	0
1359016856654	1359016856726	16.0	0
1359016856738	1359016856818	20.0	0
1359016856830	1359016856863	30.0	0
1359016856874	1359016856931	83.0	0
1359016856944	1359016856993	139.0	0
1359016857004	1359016857057	151.0	0
1359016857068	1359016857138	149.0	0
1359016857152	1359016857205	144.0	0
1359016857215	1359016857236	139.0	0
1359016857245	1359016857318	135.0	0
1359016857330	1359016857375	152.0	0
1359016857388	1359016857424	176.0	0
1359016857434	1359016857496	190.0	0
1359016857508	1359016857596	186.0	0
1359016857607	1359016857676	190.0	0
1359016857697	1359016857738	188.0	0
1359016857762	1359016857799	183.0	0
1359016857841	1359016857877	181.0	0
1359016857887	1359016857910	173.0	0
1359016857921	1359016857970	149.0	0
1359016857983	1359016858039	67.0	0
1359016858049	1359016858101	13.0	0
1359016858112	1359016858457	10.0	0
1359016858467	1359016858568	11.0	0
1359016858612	1359016858940	13.0	0
1359016858953	1359016858976	15.0	0
1359016858989	1359016859144	16.0	0
1359016859157	1359016859195	18.0	0
1359016859208	1359016859243	20.0	0
1359016859254	1359016859304	52.0	0
1359016859317	1359016859399	129.0	0
1359016859413	1359016859437	156.0	0
1359016859448	1359016859529	149.0	0
1359016859539	1359016859606	142.0	0
1359016859619	1359016859680	149.0	0
1359016859710	1359016859720	163.0	0
1359016859741	1359016859780	180.0	0
1359016859802	1359016859850	202.0	0
1359016859860	1359016859921	207.0	0
1359016859931	1359016859975	181.0	0
1359016859987	1359016860010	98.0	0
1359016860022	1359016860077	33.0	0
1359016860092	1359016860983	10.0	0
1359016860992	1359016861097	11.0	0
1359016861108	1359016861264	13.0	0
1359016861275	1359016861349	15.0	0
1359016861360	1359016861497	16.0	0
1359016861507	1359016861517	18.0	0
1359016861541	1359016861587	23.0	0
1359016861599	1359016861647	47.0	0
1359016861688	1359016861716	78.0	0
1359016861726	1359016861775	122.0	0
1359016861786	1359016861808	135.0	0
1359016861820	1359016861974	132.0	0
1359016861986	1359016862007	135.0	0
1359016862017	1359016862065	156.0	0
1359016862078	1359016862117	186.0	0
1359016862131	1359016862183	198.0	0
1359016862224	1359016862273	207.0	0
1359016862286	1359016862380	210.0	0
1359016862392	1359016862418	207.0	0
1359016862493	1359016862509	197.0	0
1359016862520	1359016862567	156.0	0
1359016862578	1359016862617	91.0	0
1359016862628	1359016862675	37.0	0
1359016862685	1359016862760	11.0	0
1359016862775	1359016863073	10.0	0
1359016863092	1359016863311	8.0	0
1359016863333	1359016863702	10.0	0
1359016863715	1359016863771	13.0	0
1359016863782	1359016863782	7.0	0
1359016863794	1359016863845	15.0	0
1359016863857	1359016863857	8.0	0
1359016863867	1359016863924	20.0	0
1359016863936	1359016863970	22.0	0
1359016863980	1359016864148	16.0	0
1359016864159	1359016864194	27.0	0
1359016864204	1359016864247	86.0	0
1359016864258	1359016864282	108.0	0
1359016864293	1359016864393	127.0	0
1359016864403	1359016864530	132.0	0
1359016864540	1359016864574	137.0	0
1359016864585	1359016864664	146.0	0
1359016864676	1359016864728	156.0	0
1359016864742	1359016864770	166.0	0
1359016864780	1359016864827	169.0	0
1359016864837	1359016864887	173.0	0
1359016864897	1359016864943	176.0	0
1359016864956	1359016865007	180.0	0
1359016865020	1359016865053	176.0	0
1359016865062	1359016865138	169.0	0
1359016865148	1359016865173	88.0	0
