1359016805804	1359016805804	-0.46926352	5.056554	8.437167	3
1359016806155	1359016806155	-0.4213795	4.903325	8.236053	3
1359016806344	1359016806344	-0.22026655	4.9703627	8.418014	3
1359016806519	1359016806519	-0.33518824	5.0182467	8.532935	3
1359016806753	1359016806753	-0.90021986	5.133168	8.034941	3
1359016850632	1359016850632	-0.6799533	4.223372	8.734048	3
1359016850845	1359016850845	-0.50757074	4.31914	8.446744	3
1359016851052	1359016851052	-0.51714754	4.4723687	8.532935	3
1359016851252	1359016851252	-0.6607997	4.10845	8.954314	3
1359016851456	1359016851456	-0.7182605	4.1659107	8.7532015	3
1359016851696	1359016851696	-0.545878	4.0701427	8.848969	3
1359016851901	1359016851901	-0.80445176	4.185065	8.7053175	3
1359016852025	1359016852025	-0.81402856	3.9839516	8.485051	3
1359016852224	1359016852224	-0.21068975	4.175488	8.6574335	3
1359016852380	1359016852380	0.18195933	4.414908	9.203311	3
1359016852552	1359016852552	0.23942018	4.6351743	8.762778	3
1359016852741	1359016852741	-0.11492168	4.462792	8.063671	3
1359016852882	1359016852882	-0.82360536	5.2959743	8.829816	3
1359016853054	1359016853054	0.31603462	4.9703627	7.4986396	3
1359016853247	1359016853247	-0.31603462	5.449203	8.39886	3
1359016853400	1359016853400	-2.231396	3.466804	10.745177	3
1359016853601	1359016853601	-0.45968673	3.3039982	6.7612257	3
1359016853791	1359016853791	0.2777274	3.715801	8.322245	3
1359016853969	1359016853969	0.8714894	4.271256	12.957419	3
1359016854140	1359016854140	0.641646	2.432509	6.445191	3
1359016854377	1359016854377	-0.8714894	4.3766007	6.4643445	3
1359016854589	1359016854589	-1.9728222	6.3781533	11.386824	3
1359016854795	1359016854795	-0.9959879	3.169923	10.055647	3
1359016855018	1359016855018	-0.11492168	3.5913026	5.2959743	3
1359016855201	1359016855201	0.41180268	4.7979803	9.423578	3
1359016855485	1359016855485	2.1547816	3.514688	11.587936	3
1359016855728	1359016855728	-0.8714894	4.232949	4.807557	3
1359016855929	1359016855929	0.20111294	4.7500963	7.9104424	3
1359016856134	1359016856134	-1.5801731	3.8881836	11.971008	3
1359016856318	1359016856318	-0.4309563	3.667917	5.391742	3
1359016856435	1359016856435	0.33518824	4.8267107	7.7189064	3
1359016856642	1359016856642	2.1739352	4.912902	12.430696	3
1359016856852	1359016856852	0.31603462	3.7062242	6.0525417	3
1359016857117	1359016857117	-0.9576807	4.7500963	6.3206925	3
1359016857358	1359016857358	-0.6607997	5.6886234	12.306197	3
1359016857584	1359016857584	0.06703765	2.2505496	10.601525	3
1359016857775	1359016857775	-0.36391866	4.0701427	5.0278234	3
1359016857997	1359016857997	-0.6703765	5.7365074	10.0269165	3
1359016858220	1359016858220	1.9153614	3.9935284	9.184157	3
1359016858397	1359016858397	-0.89064306	5.133168	4.855441	3
1359016858649	1359016858649	-1.4748282	5.9184666	10.247183	3
1359016858793	1359016858793	-0.92895025	3.6391866	10.553641	3
1359016859002	1359016859002	0.7565677	3.715801	4.7979803	3
