adress,bond,name,rssi,time,type
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1544786575401,1
00:1A:7D:DA:71:13,10,DESKTOP-0483D2U,-86,1544786577425,1
4A:FD:DD:4F:28:FE,10,NA,-95,1544786577474,2
5A:E5:C3:42:20:EE,10,NA,-92,1544786578281,2
62:E8:F5:31:79:CD,10,NA,-87,1544786578467,2
88:0F:10:A7:3B:28,10,MI_SCALE,-92,1544786578666,2
64:A2:F9:AA:42:DB,10,OnePlus 6,-95,1544786581108,1
5A:F9:85:82:FC:4C,10,NA,-87,1544786584708,2
5A:F9:85:82:FC:4C,10,NA,-90,1544786585030,2
5A:E5:C3:42:20:EE,10,NA,-90,1544786585086,2
62:E8:F5:31:79:CD,10,NA,-82,1544786585325,2
49:43:11:25:C3:29,10,NA,-86,1544786585336,2
5B:15:EA:F1:D5:A4,10,NA,-92,1544786585484,2
5A:F9:85:82:FC:4C,10,NA,-85,1544786585529,2
4D:0B:AB:63:E8:C6,10,NA,-81,1544786586142,2
4D:F1:28:70:17:AA,10,NA,-84,1544786587093,2
