adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
27:44:26:6D:7A:DC,255,10,NA,1,-91,0,1544787625453,127,0
E1:7F:D8:0D:58:E6,255,10,NA,1,-96,0,1544787625458,127,0
CD:EA:83:5B:D5:C1,255,10,NA,1,-99,0,1544787625459,127,0
12:81:7C:7F:89:EB,255,10,NA,1,-83,0,1544787627476,127,0
4B:6C:DD:B0:03:3C,255,10,NA,1,-76,0,1544787629497,127,2
CE:4D:A4:3A:1C:E5,255,10,NA,1,-94,0,1544787629508,127,0
1A:46:4B:86:46:70,255,10,NA,1,-74,0,1544787629511,127,0
27:44:26:6D:7A:DC,255,10,NA,1,-90,0,1544787629516,127,0
E9:68:FC:40:CF:9B,255,10,NA,1,-93,0,1544787635476,127,0
36:1C:5F:B4:D3:10,255,10,NA,1,-81,0,1544787635480,127,0
C8:28:32:2E:06:2B,255,10,ISIMIBOX,1,-73,0,1544787635486,127,3
C2:5E:77:40:F0:08,255,10,NOTCH 28,1,-91,0,1544787635489,127,2
F9:CB:EF:DA:F5:E5,255,10,NA,1,-93,0,1544787635492,127,0
EC:C5:2D:90:1E:EE,255,10,NA,1,-89,0,1544787635496,127,0
CE:95:7F:FF:45:A6,255,10,NA,1,-92,0,1544787635499,127,0
23:54:34:36:A9:48,255,10,NA,1,-93,0,1544787635502,127,0
2A:A0:DA:AA:F3:B4,255,10,NA,1,-83,0,1544787635505,127,0
C5:E5:57:A4:88:CB,255,10,NA,1,-87,0,1544787637498,127,0
EE:67:62:DF:C7:8C,255,10,NA,1,-89,0,1544787637502,127,0
C0:CC:34:EC:D6:CE,255,10,NA,1,-86,0,1544787637505,127,0
D6:CB:F3:C6:9F:7E,255,10,NA,1,-80,0,1544787637509,127,0
59:73:08:B4:73:18,255,10,NA,1,-78,0,1544787637518,127,2
F8:00:2F:91:50:5B,255,10,NA,1,-93,0,1544787637749,127,0
6D:DF:E6:BF:B6:10,255,10,NA,1,-87,0,1544787637752,127,0
40:16:3B:52:CF:59,255,10,NA,1,-84,0,1544787637757,127,0
F5:C4:B3:25:DB:78,255,10,NA,1,-77,0,1544787637761,127,0
74:42:B9:6E:0C:CB,255,10,NA,1,-88,0,1544787637765,127,0
E6:65:F9:3D:CC:98,255,10,NA,1,-85,0,1544787637779,127,2
00:C4:58:54:32:80,255,10,NA,1,-90,0,1544787637783,127,0
E9:68:FC:40:CF:9B,255,10,NA,1,-92,0,1544787637786,127,0
D7:CC:F4:C7:A0:7F,255,10,NA,1,-78,0,1544787637790,127,0
ED:BF:FB:2D:A4:ED,255,10,NA,1,-88,0,1544787637792,127,0
36:1C:5F:B4:D3:10,255,10,NA,1,-74,0,1544787637795,127,0
11:F8:68:30:1A:85,255,10,NA,1,-77,0,1544787637798,127,0
45:53:43:05:03:E1,255,10,NA,1,-81,0,1544787637807,127,2
27:44:26:6D:7A:DC,255,10,NA,1,-71,0,1544787637810,127,0
E0:7E:D7:0C:57:E5,255,10,NA,1,-84,0,1544787637813,127,0
CD:46:49:84:08:50,255,10,NA,1,-95,0,1544787637818,127,0
66:1C:F8:E1:0D:D1,255,10,NA,1,-90,0,1544787637829,127,2
CF:96:80:00:46:A7,255,10,NA,1,-82,0,1544787637831,127,0
D7:FC:7B:7C:67:2E,255,10,NA,1,-84,0,1544787637834,127,0
C6:30:91:68:5E:34,255,10,NA,1,-85,0,1544787637838,127,0
12:B0:5C:BC:58:B6,255,10,NA,1,-91,0,1544787637841,127,0
00:B4:48:34:79:C5,255,10,NA,1,-91,0,1544787637843,127,0
E3:71:19:23:AA:80,255,10,NA,1,-96,0,1544787637845,127,0
E1:7F:D8:0D:58:E6,255,10,NA,1,-72,0,1544787637848,127,0
1E:CF:C8:BA:ED:2A,255,10,NA,1,-80,0,1544787637850,127,0
1A:46:4B:86:46:70,255,10,NA,1,-78,0,1544787637853,127,0
0F:A4:A0:53:8C:DC,255,10,NA,1,-95,0,1544787637856,127,0
CE:82:88:50:8C:57,255,10,NA,1,-94,0,1544787637858,127,0
E9:5E:63:83:3C:96,255,10,NA,1,-89,0,1544787637860,127,0
F5:C4:B3:25:DB:78,255,10,NA,1,-81,0,1544787637872,127,0
CD:EA:83:5B:D5:C1,255,10,NA,1,-78,0,1544787637874,127,0
59:73:08:B4:73:18,255,10,NA,1,-78,0,1544787637885,127,2
