adress,bond,name,rssi,time,type
6E:84:18:8B:65:5D,10,NA,-80,1544787451313,2
66:F7:83:15:6B:6E,10,NA,-87,1544787451321,2
74:28:FA:4C:01:5B,10,NA,-92,1544787451336,2
D0:03:4B:27:B7:33,10,NA,-83,1544787451341,3
57:C1:A2:B9:7B:52,10,NA,-82,1544787451350,2
01:65:E5:16:F8:E3,10,NA,-84,1544787451355,2
57:47:04:AD:A5:FB,10,NA,-87,1544787451359,2
77:03:6D:A6:17:BD,10,NA,-82,1544787451362,2
7F:BB:2C:B8:DB:70,10,NA,-87,1544787451365,2
6E:84:18:8B:65:5D,10,NA,-82,1544787451486,2
6E:84:18:8B:65:5D,10,NA,-75,1544787451666,2
78:4F:43:9A:52:DD,10,NA,-92,1544787451739,2
C8:28:32:2E:06:2B,10,ISIMIBOX,-88,1544787451849,2
66:F7:83:15:6B:6E,10,NA,-90,1544787451860,2
D0:03:4B:27:B7:33,10,NA,-77,1544787451886,3
77:03:6D:A6:17:BD,10,NA,-86,1544787451909,2
6B:96:82:95:EF:FE,10,NA,-98,1544787451940,2
C8:28:32:2E:06:2B,10,ISIMIBOX,-85,1544787451995,2
6E:84:18:8B:65:5D,10,NA,-71,1544787452031,2
66:F7:83:15:6B:6E,10,NA,-90,1544787452132,2
57:C1:A2:B9:7B:52,10,NA,-88,1544787452166,2
6E:84:18:8B:65:5D,10,NA,-76,1544787452224,2
EC:08:9C:E1:18:36,10,NA,-96,1544787452230,2
C8:28:32:2E:06:2B,10,ISIMIBOX,-90,1544787452233,2
D0:03:4B:27:B7:33,10,NA,-79,1544787452262,3
7F:BB:2C:B8:DB:70,10,NA,-93,1544787452300,2
6E:84:18:8B:65:5D,10,NA,-75,1544787452397,2
D0:03:4B:27:B7:33,10,NA,-86,1544787452622,3
78:4F:43:9A:52:DD,10,NA,-89,1544787453207,2
78:4F:43:9A:52:DD,10,NA,-87,1544787455455,3
01:65:E5:16:F8:E3,10,NA,-77,1544787458662,2
D0:03:4B:27:B7:33,10,NA,-85,1544787458832,3
62:D2:44:AC:6E:CA,10,NA,-86,1544787458946,2
77:03:6D:A6:17:BD,10,NA,-83,1544787459006,2
D0:03:4B:27:B7:33,10,NA,-73,1544787459050,3
57:47:04:AD:A5:FB,10,NA,-83,1544787459055,2
78:4F:43:9A:52:DD,10,NA,-83,1544787459092,3
5A:E5:C3:42:20:EE,10,NA,-94,1544787459100,2
62:D2:44:AC:6E:CA,10,NA,-95,1544787459163,2
66:F7:83:15:6B:6E,10,NA,-84,1544787459196,2
D0:03:4B:27:B7:33,10,NA,-83,1544787459208,3
57:47:04:AD:A5:FB,10,NA,-76,1544787459427,2
77:03:6D:A6:17:BD,10,NA,-84,1544787459529,2
D0:03:4B:27:B7:33,10,NA,-73,1544787459562,3
62:D2:44:AC:6E:CA,10,NA,-82,1544787459665,2
EC:B3:56:F2:BB:14,10,NA,-92,1544787459701,2
D0:03:4B:27:B7:33,10,NA,-69,1544787459767,3
57:47:04:AD:A5:FB,10,NA,-78,1544787459786,2
77:03:6D:A6:17:BD,10,NA,-84,1544787459801,2
57:47:04:AD:A5:FB,10,NA,-77,1544787460155,2
EC:08:9C:E1:18:36,10,NA,-97,1544787460288,2
