adress,bond,name,rssi,time,type
00:01:95:0E:29:2D,10,NA,-90,1545116385989,1
E8:2A:EA:8E:0A:D4,10,LUNA,-92,1545116386748,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-89,1545116388118,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1545116388643,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-86,1545116388798,1
88:63:DF:A0:ED:24,10,NA,-83,1545116390347,2
6A:DC:88:B8:02:5B,10,NA,-85,1545116390466,2
6A:7D:50:AE:95:13,10,NA,-88,1545116390469,2
51:37:3D:38:29:38,10,NA,-93,1545116390472,2
53:4D:FB:2E:7C:1A,10,NA,-85,1545116390480,2
51:76:D9:09:0E:0D,10,NA,-80,1545116390526,2
45:16:09:C9:D1:39,10,NA,-78,1545116390959,2
88:63:DF:A0:ED:24,10,NA,-85,1545116391911,2
64:A2:F9:AA:42:DB,10,OnePlus 6,-93,1545116394555,1
53:69:FF:DD:A4:E5,10,NA,-82,1545116400391,2
