1359001342007	1359001342007	0.3155119	-0.0983493	-0.053450707	3
1359001342066	1359001342066	0.031154128	0.08307768	0.027488936	3
1359001342126	1359001342126	0.112399206	0.04734206	0.08582657	3
1359001342177	1359001342177	-0.056505036	0.051923547	0.06536258	3
1359001342236	1359001342236	-0.34697145	-0.13439035	-0.08368854	3
1359001342296	1359001342296	-0.084910266	-0.1572978	0.03359759	3
1359001342346	1359001342346	-0.03726278	-0.14202617	-0.21074851	3
1359001342396	1359001342396	-0.1966986	-0.3268129	-0.10903945	3
1359001342456	1359001342456	-0.13194689	-0.1469131	0.013133603	3
1359001342516	1359001342516	-0.17928895	-0.22479841	-0.004886922	3
1359001342576	1359001342576	-0.121256754	-0.087964594	-0.074830994	3
1359001342636	1359001342636	-0.048563786	-0.110872045	-0.032070424	3
1359001342696	1359001342696	-0.040011674	-0.10751228	-0.06872234	3
1359001342756	1359001342756	0.08155051	-0.09315695	-0.051618114	3
1359001342816	1359001342816	0.02687807	-0.022296581	-0.19517145	3
1359001342876	1359001342876	0.07452556	0.124005646	-0.13439035	3
1359001342936	1359001342936	0.05955936	0.23976462	-0.17256944	3
1359001342986	1359001342986	0.20677789	0.22815818	-0.09896017	3
1359001343046	1359001343046	0.172264	0.4746423	0.0018325958	3
1359001343096	1359001343096	0.18509217	0.56321776	0.21471913	3
1359001343156	1359001343156	0.37812558	0.5696318	0.0852157	3
1359001343206	1359001343206	0.5329799	0.4914411	0.37140608	3
1359001343266	1359001343266	-0.16187929	-0.25137106	-0.21594086	3
1359001343316	1359001343316	-0.3747658	0.25992316	0.14049901	3
1359001343376	1359001343376	-0.26145032	0.16279559	0.4334089	3
1359001343436	1359001343436	-0.26053402	-0.029932396	0.4364632	3
1359001343486	1359001343486	-0.21044308	-0.1432479	0.46181414	3
1359001343546	1359001343546	0.07086037	-0.08277224	0.7131852	3
1359001343606	1359001343606	0.12705997	-0.116675265	0.301462	3
1359001343656	1359001343656	-0.16401732	-0.12339478	0.015577064	3
