1359001342609	1359001342645	1.0	0
1359001342647	1359001342647	4.0	0
1359001342648	1359001342686	10.0	0
1359001342687	1359001343298	13.0	0
1359001343300	1359001343339	15.0	0
1359001343341	1359001343381	18.0	0
1359001343382	1359001343420	37.0	0
1359001343422	1359001343461	95.0	0
1359001343463	1359001343502	139.0	0
1359001343504	1359001343543	149.0	0
1359001343545	1359001343584	159.0	0
1359001343586	1359001343625	163.0	0
1359001343626	1359001343666	161.0	0
1359001343667	1359001343706	156.0	0
1359001343708	1359001343748	149.0	0
1359001343749	1359001343789	142.0	0
1359001343790	1359001343869	139.0	0
1359001343871	1359001343910	142.0	0
1359001343912	1359001343951	156.0	0
1359001343953	1359001343992	166.0	0
1359001343993	1359001344033	173.0	0
1359001344034	1359001344074	180.0	0
1359001344076	1359001344115	183.0	0
1359001344117	1359001344155	149.0	0
1359001344157	1359001344196	50.0	0
1359001344197	1359001344237	11.0	0
1359001344238	1359001344523	10.0	0
1359001344524	1359001344564	11.0	0
1359001344566	1359001344605	10.0	0
1359001344607	1359001344646	5.0	0
1359001344647	1359001344727	11.0	0
1359001344728	1359001344972	13.0	0
1359001344974	1359001345013	15.0	0
1359001345015	1359001345136	16.0	0
1359001345138	1359001345217	20.0	0
1359001345218	1359001345258	23.0	0
1359001345259	1359001345298	54.0	0
1359001345300	1359001345339	122.0	0
1359001345341	1359001345380	154.0	0
1359001345381	1359001345420	149.0	0
1359001345423	1359001345461	141.0	0
1359001345463	1359001345502	135.0	0
1359001345503	1359001345543	137.0	0
1359001345544	1359001345584	156.0	0
1359001345586	1359001345625	183.0	0
1359001345627	1359001345665	195.0	0
1359001345667	1359001345707	193.0	0
1359001345708	1359001345747	190.0	0
1359001345749	1359001345788	192.0	0
1359001345789	1359001345829	190.0	0
1359001345831	1359001345869	186.0	0
1359001345871	1359001345910	183.0	0
1359001345912	1359001345952	169.0	0
1359001345953	1359001345992	122.0	0
1359001345993	1359001346033	59.0	0
1359001346035	1359001346073	16.0	0
1359001346075	1359001346197	11.0	0
1359001346199	1359001346237	5.0	0
1359001346239	1359001346319	11.0	0
1359001346321	1359001346604	13.0	0
1359001346606	1359001346645	15.0	0
1359001346647	1359001346808	16.0	0
1359001346810	1359001346890	20.0	0
1359001346891	1359001346930	30.0	0
1359001346932	1359001346971	57.0	0
1359001346973	1359001347012	101.0	0
1359001347013	1359001347052	146.0	0
1359001347054	1359001347093	144.0	0
1359001347095	1359001347134	152.0	0
1359001347136	1359001347175	173.0	0
1359001347177	1359001347216	200.0	0
1359001347217	1359001347257	214.0	0
1359001347259	1359001347339	219.0	0
1359001347340	1359001347379	217.0	0
1359001347381	1359001347420	205.0	0
1359001347422	1359001347461	103.0	0
1359001347462	1359001347502	20.0	0
1359001347503	1359001347991	10.0	0
1359001347993	1359001348073	11.0	0
1359001348074	1359001348317	13.0	0
1359001348319	1359001348358	15.0	0
1359001348360	1359001348360	8.0	0
1359001348361	1359001348440	16.0	0
1359001348441	1359001348480	20.0	0
1359001348482	1359001348521	40.0	0
1359001348523	1359001348562	107.0	0
1359001348564	1359001348604	159.0	0
1359001348607	1359001348645	149.0	0
1359001348647	1359001348684	135.0	0
1359001348686	1359001348767	132.0	0
1359001348769	1359001348808	149.0	0
1359001348810	1359001348849	173.0	0
1359001348850	1359001348888	193.0	0
1359001348890	1359001348929	205.0	0
1359001348931	1359001348970	209.0	0
1359001348972	1359001349011	203.0	0
1359001349012	1359001349052	198.0	0
1359001349053	1359001349092	193.0	0
1359001349094	1359001349133	186.0	0
1359001349135	1359001349174	173.0	0
1359001349176	1359001349215	118.0	0
1359001349216	1359001349256	40.0	0
1359001349257	1359001349827	10.0	0
1359001349829	1359001349909	11.0	0
1359001349912	1359001350032	13.0	0
1359001350034	1359001350073	15.0	0
1359001350074	1359001350114	16.0	0
1359001350115	1359001350154	30.0	0
1359001350156	1359001350195	79.0	0
1359001350197	1359001350235	120.0	0
1359001350237	1359001350316	129.0	0
1359001350318	1359001350399	127.0	0
1359001350401	1359001350439	134.0	0
1359001350440	1359001350480	146.0	0
1359001350482	1359001350521	159.0	0
1359001350522	1359001350561	173.0	0
1359001350563	1359001350603	183.0	0
1359001350605	1359001350685	190.0	0
1359001350686	1359001350726	185.0	0
1359001350727	1359001350766	178.0	0
1359001350767	1359001350807	173.0	0
1359001350808	1359001350848	166.0	0
1359001350849	1359001350888	129.0	0
1359001350890	1359001350929	50.0	0
1359001350931	1359001351501	10.0	0
1359001351503	1359001351542	11.0	0
1359001351543	1359001351583	10.0	0
1359001351584	1359001351623	11.0	0
1359001351625	1359001351786	13.0	0
1359001351788	1359001351827	20.0	0
1359001351829	1359001351868	40.0	0
1359001351869	1359001352072	47.0	0
1359001352073	1359001352112	49.0	0
1359001352114	1359001352153	54.0	0
1359001352155	1359001352194	59.0	0
1359001352196	1359001352235	64.0	0
1359001352236	1359001352276	67.0	0
1359001352277	1359001352316	71.0	0
1359001352318	1359001352357	74.0	0
1359001352358	1359001352398	78.0	0
1359001352399	1359001352438	79.0	0
1359001352440	1359001352479	81.0	0
1359001352481	1359001352521	84.0	0
1359001352523	1359001352562	71.0	0
1359001352564	1359001352603	50.0	0
1359001352604	1359001352644	20.0	0
1359001352645	1359001352807	13.0	0
1359001352808	1359001352929	15.0	0
1359001352931	1359001353296	16.0	0
1359001353298	1359001353541	18.0	0
1359001353542	1359001353582	20.0	0
1359001353583	1359001353622	37.0	0
1359001353623	1359001353704	54.0	0
