46887.52,   90.66,   15.95
46889.58,   90.66,   15.95
46890.28,   91.15,   16.29
46890.92,   91.75,   16.43
46891.50,   92.20,   16.02
46892.10,   92.42,   15.45
46892.70,   91.94,   15.07
46893.22,   91.36,   14.88
46893.76,   90.77,   14.78
46894.34,   90.20,   14.55
46894.90,   89.60,   14.44
46895.44,   88.99,   14.36
46895.98,   88.37,   14.26
46896.48,   87.74,   14.19
46897.04,   87.11,   14.20
46897.56,   86.50,   14.05
46898.12,   85.88,   13.97
46898.64,   85.29,   13.81
46899.18,   84.68,   13.67
46899.68,   84.05,   13.60
46900.24,   83.42,   13.56
46900.74,   82.79,   13.48
46901.28,   82.14,   13.48
46901.80,   81.51,   13.55
46902.32,   80.86,   13.57
46902.84,   80.21,   13.54
46903.40,   79.54,   13.49
46903.90,   78.87,   13.41
46904.48,   78.20,   13.56
46904.98,   77.56,   13.79
46905.60,   77.09,   14.29
46906.12,   76.73,   14.87
46906.70,   76.38,   15.46
46907.20,   76.00,   16.01
46907.76,   75.70,   16.58
46908.26,   75.25,   17.04
46908.86,   74.86,   17.54
46909.34,   74.37,   17.96
46909.94,   73.92,   18.42
46910.48,   73.31,   18.63
