85645.90,   43.38,   16.25
85648.62,   43.38,   16.25
85649.22,   42.80,   16.13
85649.92,   42.23,   15.98
85650.44,   41.99,   15.45
85651.08,   42.02,   14.88
85651.60,   42.19,   14.33
85652.20,   42.62,   13.91
85652.74,   43.20,   13.72
85653.26,   43.79,   13.81
85653.80,   44.36,   14.00
85654.28,   44.87,   14.31
85654.86,   45.42,   14.51
85655.50,   46.00,   14.62
85655.90,   46.59,   14.61
85656.34,   47.17,   14.65
85656.90,   47.75,   14.61
85657.36,   48.33,   14.70
85657.92,   48.92,   14.64
85658.40,   49.51,   14.69
85658.96,   50.11,   14.64
85659.58,   50.71,   14.65
85659.98,   51.31,   14.72
85660.62,   51.91,   14.87
85661.04,   52.52,   14.89
85661.52,   53.13,   14.91
85662.06,   53.72,   14.84
85662.56,   54.32,   14.90
85663.10,   54.91,   14.81
85663.62,   55.51,   14.80
85664.16,   56.09,   14.61
85664.78,   56.68,   14.46
85665.22,   57.26,   14.29
85665.66,   57.88,   14.27
85666.30,   58.51,   14.17
85666.88,   59.13,   14.21
85667.36,   59.78,   14.18
85667.82,   60.44,   14.16
85668.44,   61.09,   14.08
85668.98,   61.75,   14.08
85669.50,   62.40,   14.09
85670.12,   63.06,   14.20
85670.58,   63.69,   14.35
85671.02,   64.30,   14.49
85671.64,   64.91,   14.52
85672.12,   65.53,   14.60
85672.74,   66.15,   14.63
85673.40,   66.75,   14.80
85673.86,   67.37,   14.81
85674.32,   68.00,   14.83
85674.94,   68.62,   14.69
85675.42,   69.25,   14.63
85676.02,   69.85,   14.48
85676.68,   70.48,   14.43
85677.12,   71.14,   14.41
85677.68,   71.80,   14.41
85678.20,   72.41,   14.70
85678.84,   72.83,   15.23
85679.28,   73.07,   15.87
85679.74,   73.22,   16.56
85680.36,   73.50,   17.20
85680.98,   73.71,   17.89
85681.44,   73.89,   18.59
85682.14,   73.95,   19.29
85682.60,   74.04,   19.97
