altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
41.5992038129784,1543825503000,20.0,31.265293616054233,121.62943331884958,1543825498179,0.0
41.682674956449866,1543825504000,20.0,31.265280754979848,121.62943352278619,1543825499195,0.0
41.71730871356175,1543825505000,20.0,31.265265136462737,121.6294345038531,1543825500178,0.0
41.74843171042501,1543825506000,20.0,31.265253245432906,121.62943694985844,1543825501177,0.0
41.7989023684385,1543825507000,20.0,31.26524186526404,121.62943843753759,1543825502181,0.0
41.87674949644566,1543825508000,20.0,31.265229420860905,121.62943870637984,1543825503189,0.0
41.953810164299696,1543825509000,20.0,31.265216681681892,121.62943709983163,1543825504186,0.0
41.95378553861575,1543825510000,20.0,31.265209475927414,121.62942995216659,1543825505190,0.0
41.97439193694872,1543825511000,20.0,31.26521513230255,121.62944185041447,1543825506186,0.0
41.98905829613167,1543825512000,20.0,31.265218215613658,121.62943931518748,1543825507183,0.0
42.01644256197953,1543825513000,20.0,31.265205600567242,121.62945191444375,1543825508173,0.0
42.027445145600396,1543825514000,20.0,31.265192677292813,121.62946537691317,1543825509191,0.0
42.048703988588635,1543825515000,20.0,31.265174378305478,121.62948094443212,1543825510179,0.0
42.06495478137902,1543825516000,20.0,31.265169583646962,121.62949976969686,1543825511193,0.0
42.08478233560931,1543825517000,20.0,31.265169161941717,121.62951515009476,1543825512184,0.0
42.0834474965917,1543825518000,20.0,31.265172253383984,121.6295353078618,1543825513191,0.0
42.11797507979349,1543825519000,20.0,31.26517746124291,121.62954571037551,1543825514189,0.0
42.14479636457008,1543825520000,20.0,31.265184674072795,121.62956067022812,1543825515188,0.0
42.16316790709822,1543825521000,20.0,31.265189456096568,121.62956796728221,1543825516188,0.0
42.13208961852301,1543825522000,20.0,31.265195450798032,121.62957176581045,1543825517192,0.0
42.050936406634655,1543825523000,20.0,31.265219511401725,121.62955762640655,1543825518187,0.0
42.05200959226154,1543825524000,20.0,31.26522990240647,121.62955884974215,1543825519185,0.0
42.02696732469206,1543825525000,20.0,31.26523601469794,121.62957030739231,1543825520177,0.0
42.01719392224455,1543825526000,20.0,31.265228654948757,121.6295762286557,1543825521185,0.0
149.90512207802385,1543825527000,20.0,31.265243724295367,121.62957885682036,1543825522182,0.0
151.83652781881392,1543825528000,20.0,31.265258673797604,121.62958229492675,1543825523180,0.0
151.54532213893282,1543825529000,20.0,31.26527493845688,121.62960739861808,1543825524193,0.0
165.87330680154264,1543825530000,20.0,31.265563127366363,121.62958399145376,1543825525186,0.0
168.16547604836524,1543825531000,20.0,31.265518488302433,121.6298613425189,1543825526185,0.0
165.51051202295972,1543825532000,20.0,31.26549238461869,121.62986906578962,1543825527188,0.0
163.93150471411323,1543825533000,20.0,31.265474833733002,121.62986889888799,1543825528187,0.0
154.51701254856175,1543825534000,20.0,31.265465528998686,121.62986377273216,1543825529197,0.0
145.47916402281444,1543825535000,20.0,31.265462159951497,121.62984818793457,1543825530196,0.0
140.30364933728794,1543825536000,20.0,31.265466091451383,121.62983151877094,1543825531184,0.0
138.68087930140493,1543825537000,20.0,31.265484529601135,121.62980898217974,1543825532194,0.0
137.4020616868874,1543825538000,20.0,31.265495067954763,121.62977999483991,1543825533185,0.0
136.12027901869277,1543825539000,20.0,31.265503357360497,121.6297500245363,1543825534185,0.0
134.87668044515905,1543825540000,20.0,31.265511645899593,121.62972005390222,1543825535185,0.0
132.93874343780473,1543825541000,20.0,31.265521390516096,121.62969068894462,1543825536178,0.0
131.77839079778812,1543825542000,20.0,31.265532336353544,121.62966190902283,1543825537186,0.0
129.0781553420501,1543825543000,20.0,31.265549752511173,121.62963788576428,1543825538189,0.0
127.47926942900631,1543825544000,20.0,31.26556652448567,121.62961324312055,1543825539181,0.0
126.43092999379793,1543825545000,20.0,31.26558511121627,121.62959045199081,1543825540176,0.0
125.60135687261322,1543825546000,20.0,31.265592303515376,121.62956009632634,1543825541186,0.0
124.78293651468053,1543825547000,20.0,31.26559880243892,121.62952952739832,1543825542180,0.0
124.01612020905625,1543825548000,20.0,31.265588117881226,121.62950061340361,1543825543186,0.0
123.58343364044842,1543825549000,20.0,31.265567033459813,121.62948102211273,1543825544183,0.0
123.19550446407735,1543825550000,20.0,31.26554767968349,121.62946795460638,1543825545179,0.0
122.58365515251154,1543825551000,20.0,31.265531290679775,121.6294495965308,1543825546186,0.0
122.6617141390075,1543825552000,20.0,31.26551586595802,121.62943918188945,1543825547180,0.0
122.75527111659339,1543825553000,20.0,31.265516120854556,121.62941554127552,1543825548171,0.0
122.40393977756608,1543825554000,20.0,31.26552902308893,121.62938789300794,1543825549191,0.0
121.95198689723605,1543825555000,20.0,31.26553155558732,121.62935653238465,1543825550194,0.0
