altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
19.083741657435894,1543825441284,45.0,31.265328820462532,121.6293571282973,1543825436491,0.0
47.07978668715805,1543825442283,20.0,31.26529901610907,121.62936649650682,1543825437515,0.0
43.29972748737782,1543825443283,20.0,31.26530270981895,121.62934747642332,1543825438474,0.0
55.58466320671141,1543825444000,20.0,31.265185530458318,121.6291497924365,1543825439183,0.0
45.96032741200179,1543825445000,20.0,31.26522435638433,121.62923024079858,1543825440177,0.0
46.46152463462204,1543825446000,4.0,31.26527565389849,121.62921833248551,1543825441197,0.0
46.46152463462204,1543825447000,4.0,31.26527565389849,121.62921833248551,1543825442235,0.0
46.46152463462204,1543825448000,4.0,31.26527565389849,121.62921833248551,1543825443196,0.0
42.385623217304236,1543825449000,4.0,31.26527565389259,121.62921833249595,1543825444191,0.0
42.489530015832415,1543825450000,4.0,31.26527565389259,121.62921833249595,1543825445195,0.0
41.85544825927627,1543825451000,20.0,31.265273305287952,121.62923302746279,1543825446189,0.0
41.21823710943237,1543825452000,20.0,31.265280158946442,121.62926670027213,1543825447191,0.0
40.69685553329889,1543825453000,4.0,31.265280158946442,121.62926670027213,1543825448200,0.0
40.3136535990579,1543825454000,20.0,31.26528042347211,121.62926453720357,1543825449195,0.0
40.08952427936474,1543825455000,20.0,31.26528249833479,121.6292626707127,1543825450192,0.0
39.820356091811554,1543825456000,4.0,31.265284081424095,121.62926279791553,1543825451200,0.0
39.74670250448425,1543825457000,4.0,31.265284081424095,121.62926279791553,1543825452198,0.0
39.404877497861335,1543825458000,4.0,31.265284081424095,121.62926279791553,1543825453190,0.0
39.092456476548755,1543825459000,20.0,31.265294738172308,121.62927034303621,1543825454190,0.0
39.141126573757326,1543825460000,20.0,31.26529878583788,121.62927181290895,1543825455199,0.0
39.11826533908296,1543825461000,20.0,31.265300635051542,121.62927308561245,1543825456184,0.0
39.1217561611293,1543825462000,20.0,31.265301645213064,121.62927626751645,1543825457180,0.0
37.5217514368351,1543825463000,20.0,31.26530913175094,121.629285331059,1543825458189,0.0
37.83869017449208,1543825464000,20.0,31.265310953343928,121.6292915201544,1543825459173,0.0
38.61926495914159,1543825465000,20.0,31.26531777238881,121.62930142774483,1543825460185,0.0
38.629507261214854,1543825466000,20.0,31.265323398336356,121.62930732879703,1543825461177,0.0
38.640774511030614,1543825467000,20.0,31.26532472986349,121.62931718507673,1543825462180,0.0
38.64035670163572,1543825468000,20.0,31.265332060582967,121.62932471762221,1543825463184,0.0
38.61225810573385,1543825469000,20.0,31.26533737862642,121.62931808367249,1543825464178,0.0
38.241992780602075,1543825470000,20.0,31.265339124496663,121.6293143059351,1543825465189,0.0
37.76193391099091,1543825471000,20.0,31.265344352874592,121.62931359020565,1543825466185,0.0
37.35902771026669,1543825472000,20.0,31.265352010932006,121.62931251183684,1543825467188,0.0
37.35222138540809,1543825473000,20.0,31.26535517571356,121.62930883806698,1543825468185,0.0
37.515339804963524,1543825474000,20.0,31.26537017539725,121.62931258290081,1543825469187,0.0
37.52477688870886,1543825475000,20.0,31.265387457942758,121.6293170539544,1543825470198,0.0
37.86011793520547,1543825476000,20.0,31.265401172124367,121.62931935011531,1543825471196,0.0
38.06906272951435,1543825477000,20.0,31.265424204275913,121.62933043267043,1543825472187,0.0
38.87416119698386,1543825478000,20.0,31.265425514189108,121.6293312095616,1543825473192,0.0
39.2811577775293,1543825479000,20.0,31.26542984218469,121.62932702635258,1543825474197,0.0
39.64730313696651,1543825480000,20.0,31.26543435439767,121.62932343978491,1543825475185,0.0
40.01243587588625,1543825481000,20.0,31.265439672946137,121.62931843325137,1543825476185,0.0
40.35823500236092,1543825482000,20.0,31.2654445046299,121.62931440589432,1543825477190,0.0
40.68666734035575,1543825483000,20.0,31.26544677485885,121.62930756557353,1543825478176,0.0
41.066459802630206,1543825484000,20.0,31.26544929836881,121.62930117332739,1543825479190,0.0
41.85022110401471,1543825485000,20.0,31.265452160220605,121.62929387365598,1543825480178,0.0
41.87611929867735,1543825486000,20.0,31.265461282125212,121.6292916828803,1543825481176,0.0
41.78632260332834,1543825487000,20.0,31.265461724083117,121.62929913700896,1543825482187,0.0
41.632329562011265,1543825488000,20.0,31.265453439844585,121.62930564382235,1543825483177,0.0
40.82095262183638,1543825489000,20.0,31.265444673985048,121.62931283519191,1543825484186,0.0
40.49982949995076,1543825490000,20.0,31.265431568366647,121.62931957928352,1543825485175,0.0
40.54072641209648,1543825491000,20.0,31.265430729471237,121.62932985739651,1543825486184,0.0
40.57750846512963,1543825492000,20.0,31.265429902487078,121.62933976158088,1543825487191,0.0
40.6255318459433,1543825493000,20.0,31.265429198321865,121.62934745764154,1543825488192,0.0
40.75422898031308,1543825494000,20.0,31.265425293887255,121.62935549180831,1543825489188,0.0
40.80726347787728,1543825495000,20.0,31.265416337681266,121.62936594420873,1543825490191,0.0
40.96262642902565,1543825496000,20.0,31.265398357680983,121.6293820469466,1543825491177,0.0
41.24605285169353,1543825497000,20.0,31.265381493979756,121.629397299404,1543825492190,0.0
41.295257001750365,1543825498000,20.0,31.2653561539779,121.6294079492276,1543825493183,0.0
41.30064714930117,1543825499000,20.0,31.265328883419926,121.62942244658406,1543825494193,0.0
41.37225147175916,1543825500000,20.0,31.265316499117628,121.62942837649861,1543825495177,0.0
41.41668822219013,1543825501000,20.0,31.26530708229699,121.62943152503658,1543825496177,0.0
41.53804926773946,1543825502000,4.0,31.26530708229699,121.62943152503658,1543825497180,0.0
