adress,bond,name,rssi,time,type
00:1D:DF:5D:0E:B8,10,SoundSticks W,-87,1544786758084,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-82,1544786758614,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1544786758905,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1544786759448,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-73,1544786762375,1
5A:E5:C3:42:20:EE,10,NA,-77,1544786762530,2
68:D5:EA:A1:BC:CC,10,NA,-76,1544786762651,2
04:52:C7:CF:A4:0D,10,LE-Bose Revolve+ SoundLink,-67,1544786762768,3
E0:FE:13:46:36:D6,10,AirCube 000006A6,-90,1544786762784,2
4D:0B:AB:63:E8:C6,10,NA,-63,1544786762839,2
68:D5:EA:A1:BC:CC,10,NA,-74,1544786762848,2
5A:E5:C3:42:20:EE,10,NA,-78,1544786763075,2
4D:0B:AB:63:E8:C6,10,NA,-85,1544786763089,2
68:D5:EA:A1:BC:CC,10,NA,-82,1544786763112,2
77:03:6D:A6:17:BD,10,NA,-86,1544786763310,2
5A:E5:C3:42:20:EE,10,NA,-77,1544786763345,2
68:D5:EA:A1:BC:CC,10,NA,-74,1544786763382,2
5A:E5:C3:42:20:EE,10,NA,-93,1544786763629,2
68:D5:EA:A1:BC:CC,10,NA,-77,1544786763685,2
2C:26:17:16:00:72,10,OMVR-V190,-93,1544786763863,2
5A:E5:C3:42:20:EE,10,NA,-76,1544786763894,2
4D:0B:AB:63:E8:C6,10,NA,-90,1544786763925,2
77:03:6D:A6:17:BD,10,NA,-89,1544786764167,2
5A:E5:C3:42:20:EE,10,NA,-80,1544786764202,2
68:D5:EA:A1:BC:CC,10,NA,-81,1544786764209,2
77:03:6D:A6:17:BD,10,NA,-87,1544786764402,2
00:1A:7D:DA:71:13,10,DESKTOP-0483D2U,-84,1544786765903,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-67,1544786768366,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-71,1544786768584,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-68,1544786768887,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-72,1544786769426,1
5A:E5:C3:42:20:EE,10,NA,-77,1544786769607,2
4D:0B:AB:63:E8:C6,10,NA,-75,1544786769627,2
68:D5:EA:A1:BC:CC,10,NA,-85,1544786769646,2
77:03:6D:A6:17:BD,10,NA,-87,1544786769845,2
4D:0B:AB:63:E8:C6,10,NA,-65,1544786769894,2
6A:E5:CF:E3:2A:C8,10,NA,-95,1544786770063,2
5A:E5:C3:42:20:EE,10,NA,-85,1544786770150,2
4D:0B:AB:63:E8:C6,10,NA,-65,1544786770247,2
4D:0B:AB:63:E8:C6,10,NA,-73,1544786771277,2
77:03:6D:A6:17:BD,10,NA,-86,1544786771455,2
4D:0B:AB:63:E8:C6,10,NA,-63,1544786771526,2
68:D5:EA:A1:BC:CC,10,NA,-88,1544786771569,2
4D:0B:AB:63:E8:C6,10,NA,-68,1544786771821,2
5A:E5:C3:42:20:EE,10,NA,-81,1544786772159,2
4D:0B:AB:63:E8:C6,10,NA,-72,1544786772165,2
68:D5:EA:A1:BC:CC,10,NA,-82,1544786772168,2
4D:F1:28:70:17:AA,10,NA,-86,1544786772180,2
5A:E5:C3:42:20:EE,10,NA,-81,1544786772325,2
4D:0B:AB:63:E8:C6,10,NA,-70,1544786772342,2
68:D5:EA:A1:BC:CC,10,NA,-91,1544786772371,2
77:03:6D:A6:17:BD,10,NA,-85,1544786772536,2
