adress,bond,name,rssi,time,type
C4:30:18:6F:9A:D5,10,LG Monitor(D5),-86,1545116444214,1
E8:2A:EA:8E:0A:D4,10,LUNA,-78,1545116444354,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-82,1545116445850,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-84,1545116446143,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-87,1545116446791,1
00:1D:DF:5D:0E:B8,10,SoundSticks W,-85,1545116447162,1
56:19:79:B1:AA:55,10,NA,-83,1545116448337,2
49:11:E6:82:7C:4B,10,NA,-92,1545116448351,2
50:2D:41:30:12:3F,10,NA,-81,1545116448384,2
5C:1B:12:D7:4E:7E,10,NA,-87,1545116448454,2
6E:A9:C7:9D:38:FB,10,NA,-67,1545116448835,2
41:7B:F7:DB:32:76,10,NA,-84,1545116449131,2
44:4B:C2:67:3A:0A,10,NA,-87,1545116449229,2
88:63:DF:A0:ED:24,10,NA,-69,1545116449241,2
7A:3C:29:72:6E:AA,10,NA,-78,1545116449342,2
50:75:2C:16:3A:88,10,NA,-67,1545116449435,2
5D:3C:5E:4A:36:8F,10,NA,-99,1545116449550,2
5C:1B:12:D7:4E:7E,10,NA,-84,1545116449562,2
41:7B:F7:DB:32:76,10,NA,-81,1545116449669,2
79:B8:26:6E:13:8A,10,NA,-89,1545116449820,2
79:82:76:64:E5:A4,10,NA,-95,1545116449883,2
57:71:90:40:6B:A7,10,NA,-84,1545116450016,2
5D:3C:5E:4A:36:8F,10,NA,-93,1545116450077,2
79:B8:26:6E:13:8A,10,NA,-87,1545116450219,2
53:4D:FB:2E:7C:1A,10,NA,-81,1545116450223,2
44:4B:C2:67:3A:0A,10,NA,-86,1545116450226,2
6E:A9:C7:9D:38:FB,10,NA,-85,1545116450229,2
52:8A:5B:4C:12:1B,10,NA,-86,1545116450306,2
1C:AF:05:9D:6D:4F,10,SHW-A300K(68**),-84,1545116454626,1
0C:A6:94:1D:DC:4F,10,NA,-92,1545116454713,1
EC:BB:E9:A7:38:CD,10,NA,-89,1545116455648,2
EC:08:9C:E1:18:36,10,NA,-88,1545116455709,2
EC:6C:09:40:DF:4C,10,NA,-93,1545116455732,2
EC:96:D6:EC:F2:13,10,NA,-87,1545116455738,2
EC:63:E8:D7:3B:3E,10,NA,-90,1545116455869,2
52:51:FC:17:80:0F,10,NA,-89,1545116456971,2
EC:B3:56:F2:BB:14,10,NA,-93,1545116458393,2
