adress,advertisingSid,bond,name,primaryPhy,rssi,secondaryPhy,time,txPower,type
41:7B:F7:DB:32:76,255,10,NA,1,-81,0,1545116447217,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-85,0,1545116447220,127,0
79:82:76:64:E5:A4,255,10,NA,1,-84,0,1545116447235,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-89,0,1545116448324,127,0
56:19:79:B1:AA:55,255,10,NA,1,-83,0,1545116448344,127,2
1D:BE:EC:D9:AD:5D,255,10,NA,1,-87,0,1545116448347,127,0
22:A1:26:12:16:DF,255,10,NA,1,-65,0,1545116448349,127,0
49:11:E6:82:7C:4B,255,10,NA,1,-92,0,1545116448356,127,2
50:2D:41:30:12:3F,255,10,NA,1,-81,0,1545116448391,127,2
1D:BE:EC:D9:AD:5D,255,10,NA,1,-72,0,1545116448453,127,0
5C:1B:12:D7:4E:7E,255,10,NA,1,-87,0,1545116448461,127,2
22:A1:26:12:16:DF,255,10,NA,1,-67,0,1545116448480,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-72,0,1545116448563,127,0
CD:4D:12:A9:0A:A2,255,10,NA,1,-88,0,1545116448567,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-66,0,1545116448570,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-87,0,1545116448594,127,0
0A:AC:25:10:20:40,255,10,NA,1,-96,0,1545116448634,127,0
F2:4A:DA:F2:96:9A,255,10,NA,1,-95,0,1545116448644,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-82,0,1545116448651,127,0
0C:74:ED:44:D9:14,255,10,NA,1,-85,0,1545116448655,127,0
22:A1:26:12:16:DF,255,10,NA,1,-64,0,1545116448753,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-68,0,1545116448756,127,0
0C:74:ED:44:D9:14,255,10,NA,1,-86,0,1545116448780,127,0
22:A1:26:12:16:DF,255,10,NA,1,-63,0,1545116448784,127,0
6E:A9:C7:9D:38:FB,255,10,NA,1,-67,0,1545116448843,127,2
10:2F:68:5A:16:3A,255,10,NA,1,-86,0,1545116448877,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-68,0,1545116448880,127,0
22:A1:26:12:16:DF,255,10,NA,1,-71,0,1545116448885,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-96,0,1545116448892,127,0
64:6E:8C:A3:94:3E,255,10,NA,1,-98,0,1545116448895,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-92,0,1545116448926,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-87,0,1545116448943,127,0
CD:96:D0:2D:C3:7C,255,10,NA,1,-94,0,1545116448947,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-68,0,1545116448961,127,0
0C:74:ED:44:D9:14,255,10,NA,1,-92,0,1545116448990,127,0
0A:31:1B:52:B8:95,255,10,NA,1,-96,0,1545116448993,127,0
22:A1:26:12:16:DF,255,10,NA,1,-76,0,1545116449007,127,0
EF:C3:BC:04:55:5C,255,10,NA,1,-98,0,1545116449017,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-79,0,1545116449034,127,0
5F:49:0E:56:ED:2D,255,10,NA,1,-86,0,1545116449044,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-85,0,1545116449048,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-85,0,1545116449060,127,0
FB:82:C6:98:FD:89,255,10,NA,1,-88,0,1545116449071,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-85,0,1545116449085,127,0
10:2F:68:5A:16:3A,255,10,NA,1,-100,0,1545116449090,127,0
0A:31:1B:52:B8:95,255,10,NA,1,-95,0,1545116449094,127,0
22:A1:26:12:16:DF,255,10,NA,1,-70,0,1545116449114,127,0
41:7B:F7:DB:32:76,255,10,NA,1,-84,0,1545116449143,127,2
22:24:F3:4D:CF:CA,255,10,NA,1,-93,0,1545116449147,127,0
CD:4D:12:A9:0A:A2,255,10,NA,1,-91,0,1545116449190,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-69,0,1545116449198,127,0
D5:70:6E:FD:5A:96,255,10,NA,1,-93,0,1545116449203,127,0
44:4B:C2:67:3A:0A,255,10,NA,1,-87,0,1545116449241,127,2
88:63:DF:A0:ED:24,255,10,NA,1,-69,0,1545116449251,127,2
1D:BE:EC:D9:AD:5D,255,10,NA,1,-71,0,1545116449282,127,0
0A:31:1B:52:B8:95,255,10,NA,1,-95,0,1545116449307,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-89,0,1545116449310,127,0
22:A1:26:12:16:DF,255,10,NA,1,-71,0,1545116449322,127,0
7A:3C:29:72:6E:AA,255,10,NA,1,-78,0,1545116449352,127,2
C0:48:E6:AA:DA:A5,255,10,NA,1,-71,0,1545116449355,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-84,0,1545116449379,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-85,0,1545116449381,127,0
CD:96:D0:2D:C3:7C,255,10,NA,1,-98,0,1545116449383,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-65,0,1545116449402,127,0
5F:49:0E:56:ED:2D,255,10,NA,1,-89,0,1545116449419,127,0
22:A1:26:12:16:DF,255,10,NA,1,-80,0,1545116449426,127,0
50:75:2C:16:3A:88,255,10,NA,1,-67,0,1545116449446,127,2
EF:C3:BC:04:55:5C,255,10,NA,1,-90,0,1545116449449,127,0
22:24:F3:4D:CF:CA,255,10,NA,1,-92,0,1545116449453,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-88,0,1545116449470,127,0
F2:4A:DA:F2:96:9A,255,10,NA,1,-92,0,1545116449491,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-72,0,1545116449494,127,0
0C:74:ED:44:D9:14,255,10,NA,1,-88,0,1545116449496,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-88,0,1545116449499,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-67,0,1545116449502,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-86,0,1545116449509,127,0
22:A1:26:12:16:DF,255,10,NA,1,-72,0,1545116449537,127,0
5D:3C:5E:4A:36:8F,255,10,NA,1,-99,0,1545116449558,127,2
22:24:F3:4D:CF:CA,255,10,NA,1,-94,0,1545116449562,127,0
5C:1B:12:D7:4E:7E,255,10,NA,1,-84,0,1545116449568,127,2
0A:AC:25:10:20:40,255,10,NA,1,-101,0,1545116449571,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-72,0,1545116449594,127,0
0C:74:ED:44:D9:14,255,10,NA,1,-85,0,1545116449607,127,0
0A:31:1B:52:B8:95,255,10,NA,1,-97,0,1545116449610,127,0
CD:4D:12:A9:0A:A2,255,10,NA,1,-86,0,1545116449625,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-96,0,1545116449627,127,0
22:A1:26:12:16:DF,255,10,NA,1,-66,0,1545116449638,127,0
E4:7D:BD:2C:B8:69,255,10,NA,1,-98,0,1545116449646,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-70,0,1545116449650,127,0
22:24:F3:4D:CF:CA,255,10,NA,1,-95,0,1545116449660,127,0
41:7B:F7:DB:32:76,255,10,NA,1,-81,0,1545116449677,127,2
15:0B:03:33:CE:FD,255,10,NA,1,-87,0,1545116449680,127,0
0A:AC:25:10:20:40,255,10,NA,1,-92,0,1545116449682,127,0
22:A1:26:12:16:DF,255,10,NA,1,-72,0,1545116449741,127,0
CD:96:D0:2D:C3:7C,255,10,NA,1,-97,0,1545116449806,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-66,0,1545116449809,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-73,0,1545116449819,127,0
79:B8:26:6E:13:8A,255,10,NA,1,-89,0,1545116449831,127,2
C0:01:CA:1F:4B:58,255,10,NA,1,-90,0,1545116449834,127,0
22:A1:26:12:16:DF,255,10,NA,1,-68,0,1545116449862,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-90,0,1545116449874,127,0
79:82:76:64:E5:A4,255,10,NA,1,-95,0,1545116449893,127,2
1D:BE:EC:D9:AD:5D,255,10,NA,1,-74,0,1545116449910,127,0
0C:74:ED:44:D9:14,255,10,NA,1,-91,0,1545116449916,127,0
D4:6F:6D:FC:59:95,255,10,NA,1,-89,0,1545116449919,127,0
10:2F:68:5A:16:3A,255,10,NA,1,-93,0,1545116449923,127,0
22:A1:26:12:16:DF,255,10,NA,1,-71,0,1545116449938,127,0
C0:48:E6:AA:DA:A5,255,10,NA,1,-76,0,1545116449970,127,0
57:71:90:40:6B:A7,255,10,NA,1,-84,0,1545116450026,127,2
1D:BE:EC:D9:AD:5D,255,10,NA,1,-73,0,1545116450030,127,0
21:31:46:56:FD:51,255,10,NA,1,-92,0,1545116450033,127,0
10:2F:68:5A:16:3A,255,10,NA,1,-91,0,1545116450038,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-99,0,1545116450041,127,0
22:A1:26:12:16:DF,255,10,NA,1,-71,0,1545116450060,127,0
5D:3C:5E:4A:36:8F,255,10,NA,1,-93,0,1545116450097,127,2
EF:C3:BC:04:55:5C,255,10,NA,1,-95,0,1545116450101,127,0
15:0B:03:33:CE:FD,255,10,NA,1,-95,0,1545116450104,127,0
79:B8:26:6E:13:8A,255,10,NA,1,-87,0,1545116450221,127,2
C0:48:E6:AA:DA:A5,255,10,NA,1,-76,0,1545116450221,127,0
1D:BE:EC:D9:AD:5D,255,10,NA,1,-71,0,1545116450222,127,0
10:2F:68:5A:16:3A,255,10,NA,1,-90,0,1545116450223,127,0
53:4D:FB:2E:7C:1A,255,10,NA,1,-81,0,1545116450225,127,2
22:A1:26:12:16:DF,255,10,NA,1,-71,0,1545116450226,127,0
44:4B:C2:67:3A:0A,255,10,NA,1,-86,0,1545116450227,127,2
15:0B:03:33:CE:FD,255,10,NA,1,-93,0,1545116450228,127,0
0A:AC:25:10:20:40,255,10,NA,1,-96,0,1545116450229,127,0
6E:A9:C7:9D:38:FB,255,10,NA,1,-85,0,1545116450231,127,2
31:3F:12:39:F6:84,255,10,NA,1,-97,0,1545116450232,127,0
CD:96:D0:2D:C3:7C,255,10,NA,1,-86,0,1545116450232,127,0
CD:4D:12:A9:0A:A2,255,10,NA,1,-88,0,1545116450238,127,0
21:31:46:56:FD:51,255,10,NA,1,-93,0,1545116450239,127,0
0A:31:1B:52:B8:95,255,10,NA,1,-92,0,1545116450240,127,0
C0:01:CA:1F:4B:58,255,10,NA,1,-89,0,1545116450245,127,0
