timestamp,x,y,floor
1539851257995,369360.8,3459848.5,3
1539851274044,369360.8,3459838.5,3
1539851282214,369366.2,3459838.5,3
1539851299264,369366.2,3459826.3,3
1539851453232,369250.1,3459826.3,3
