timeMillis,givenTimeMillis,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy
1539851280683,1539851281510,31.265325641959457,121.62904097932544,15.000724343403972,64.0,Infinity
1539851281664,1539851282510,31.265320721148488,121.62905249423233,15.000724343403972,128.0,Infinity
1539851282674,1539851283510,31.26531580033752,121.62906400913862,15.000724343403972,128.0,Infinity
1539851283720,1539851284510,31.265322606761938,121.6289557020239,15.526416032891238,64.0,Infinity
1539851284702,1539851285510,31.265318379207105,121.62894362634903,15.49421477633124,400.0,Infinity
1539851285737,1539851286510,31.26531612167663,121.62894183115094,15.49421909148979,96.0,Infinity
1539851286722,1539851287510,31.265354099603563,121.62889689351447,15.641810664467263,96.0,Infinity
1539851287719,1539851288510,31.26535022590476,121.62892904351196,15.372130748177812,96.0,Infinity
1539851288730,1539851289510,31.265319023862524,121.6289728337378,15.318933686042108,96.0,Infinity
1539851289694,1539851290510,31.26530439727255,121.62899961380961,15.275243200710172,64.0,Infinity
1539851290688,1539851291510,31.2653471536995,121.62901249224605,56.35216517292787,128.0,Infinity
1539851291734,1539851292510,31.265374758447233,121.62895879179091,71.2240219776315,96.0,Infinity
1539851292699,1539851293510,31.265380046317098,121.62890896878092,97.01753986016529,64.0,Infinity
1539851293681,1539851294510,31.26537365691222,121.62893367568236,99.51234450494498,64.0,Infinity
1539851294689,1539851295510,31.265365072965608,121.62895621675452,102.40869627349501,64.0,Infinity
1539851295682,1539851296510,31.265360206516785,121.6289155061771,102.8483689360229,400.0,Infinity
1539851304678,1539851305510,31.265440323981597,121.62892759860821,141.76099467603663,32.0,Infinity
1539851307180,1539851308000,31.265380014760993,121.62893048923968,156.4448652866155,32.0,Infinity
1539851310186,1539851311000,31.26534500768869,121.62896996120429,161.39629299622922,32.0,Infinity
1539851313172,1539851314000,31.26549505017664,121.62882884999952,173.902160845115,32.0,Infinity
1539851314170,1539851315000,31.265507338443342,121.62879487604746,176.4246054972863,32.0,Infinity
1539851316209,1539851317000,31.265500990552113,121.62785672884509,83.55016147190179,16.0,Infinity
1539851317221,1539851318000,31.26553043479049,121.62761482308976,51.87805726034986,16.0,Infinity
1539851318223,1539851319000,31.26553043479049,121.62761482308976,49.68802497447958,16.0,Infinity
1539851319232,1539851320000,31.26553043479049,121.62761482308976,47.718436010028334,16.0,Infinity
1539851320256,1539851321000,31.26553043479049,121.62761482308976,47.50369149274537,16.0,Infinity
1539851321264,1539851322000,31.26553044631372,121.62761381962284,46.963609101492374,16.0,Infinity
1539851322272,1539851323000,31.26553333398115,121.62761491926277,44.81819736616851,16.0,Infinity
1539851323259,1539851324000,31.265540289007962,121.62761398475371,44.20297509764077,16.0,Infinity
1539851324268,1539851325000,31.26553527467503,121.62761610516647,43.61413523955833,16.0,Infinity
1539851325233,1539851326000,31.265532079355477,121.62760589448833,44.176469627536996,16.0,Infinity
1539851326241,1539851327000,31.265526152760472,121.6275996454684,45.18132522524375,16.0,Infinity
1539851327252,1539851328000,31.265518423866347,121.6275981521655,45.52592102229302,16.0,Infinity
1539851328256,1539851329000,31.26551822580119,121.6276012585688,46.112546256108914,16.0,Infinity
1539851329259,1539851330000,31.2655155772751,121.6276057675781,46.48667765203141,16.0,Infinity
1539851330259,1539851331000,31.265510651323453,121.62761337355656,47.31334911020037,16.0,Infinity
1539851331264,1539851332000,31.26550682789499,121.62762041009543,46.37582164252251,6.0,Infinity
1539851332257,1539851333000,31.26551558989396,121.62762202753682,46.28959006951346,6.0,Infinity
1539851333259,1539851334000,31.265523466954633,121.62762009003535,45.43273247739472,6.0,Infinity
1539851334248,1539851335000,31.265526899802364,121.62762068759498,44.03958929204292,6.0,Infinity
1539851335254,1539851336000,31.265527232653927,121.62761453143769,44.629434868873275,4.0,Infinity
1539851336264,1539851337000,31.265532454801626,121.62761736225862,44.254911356992395,4.0,Infinity
1539851337248,1539851338000,31.265538150358395,121.62761528351868,43.58704957788138,4.0,Infinity
1539851338243,1539851339000,31.265538450841674,121.62761553208564,43.28214287113404,4.0,Infinity
1539851339254,1539851340000,31.26553917450573,121.62761434119156,43.09831321608841,4.0,Infinity
1539851340231,1539851341000,31.26553992334194,121.6276141479949,42.953265401035345,4.0,Infinity
1539851341285,1539851342000,31.26554032636975,121.62761137143953,43.05247058649297,4.0,Infinity
1539851342253,1539851343000,31.265535673040546,121.62761610524629,42.874262326416236,6.0,Infinity
1539851343252,1539851344000,31.265530996677697,121.6276158596901,43.1378418640833,6.0,Infinity
1539851344265,1539851345000,31.265528905613703,121.62761761624908,43.89033342911432,6.0,Infinity
1539851345257,1539851346000,31.265542847199384,121.6275949326172,44.2354618454119,6.0,Infinity
1539851346254,1539851347000,31.265553081768367,121.62760141579683,44.288799623420985,4.0,Infinity
1539851347254,1539851348000,31.265560230032577,121.62760542026153,44.3472980450119,4.0,Infinity
1539851348256,1539851349000,31.26556217619361,121.6276134403838,44.349935905838734,4.0,Infinity
1539851349251,1539851350000,31.26556146586463,121.62761360891692,44.38844304310301,4.0,Infinity
1539851350256,1539851351000,31.26556126727932,121.6276142686713,44.25900219987452,4.0,Infinity
1539851351247,1539851352000,31.265560492422825,121.62761613464731,44.22078349380831,4.0,Infinity
1539851352254,1539851353000,31.265560016639405,121.62761857224221,44.26370905776748,4.0,Infinity
1539851353258,1539851354000,31.265557824769243,121.62762881012478,44.25108407168967,4.0,Infinity
1539851354259,1539851355000,31.265558118395173,121.62763273680653,44.17367374804698,4.0,Infinity
1539851355269,1539851356000,31.26555624184712,121.6276382467664,44.0895672612893,4.0,Infinity
1539851356249,1539851357000,31.265553339557172,121.62763845412607,44.249485678879644,4.0,Infinity
